,Gene name,White-tufted-ear marmoset gene name,White-tufted-ear marmoset homology type,Macaque gene name,Macaque homology type
12410,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12411,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12412,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12413,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12414,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12415,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12416,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12417,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12418,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12419,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12420,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12421,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12422,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12423,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12424,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12425,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12426,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12427,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12428,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12429,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12430,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12431,Ighv1-42,,ortholog_many2many,,ortholog_many2many
12432,Or52l1,,ortholog_one2many,OR52L1,ortholog_one2one
12433,Or52l1,,ortholog_one2many,OR52L1,ortholog_one2one
12434,Fap,FAP,ortholog_one2one,FAP,ortholog_one2one
12435,Bmp15,BMP15,ortholog_one2one,BMP15,ortholog_one2one
12436,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12437,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12438,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12439,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12440,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12441,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12442,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12443,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12444,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12445,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12446,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12447,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12448,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12449,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12450,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12451,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12452,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12453,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12454,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12455,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12456,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12457,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12458,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12459,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12460,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12461,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12462,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12463,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12464,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12465,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12466,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12467,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12468,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12469,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12470,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12471,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12472,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12473,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12474,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12475,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12476,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12477,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12478,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12479,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12480,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12481,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12482,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12483,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12484,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12485,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12486,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12487,Ighv1-43,,ortholog_many2many,,ortholog_many2many
12488,Or52x1,,,,
12489,Gm23124,,,U6,ortholog_one2one
12490,Slc25a23,SLC25A23,ortholog_one2one,SLC25A23,ortholog_one2one
12491,Or56b34,,,,
12492,Saxo2,SAXO2,ortholog_one2one,SAXO2,ortholog_one2one
12493,Zfp280c,ZNF280C,ortholog_one2one,ZNF280C,ortholog_one2one
12494,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12495,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12496,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12497,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12498,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12499,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12500,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12501,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12502,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12503,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12504,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12505,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12506,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12507,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12508,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12509,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12510,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12511,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12512,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12513,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12514,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12515,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12516,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12517,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12518,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12519,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12520,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12521,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12522,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12523,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12524,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12525,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12526,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12527,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12528,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12529,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12530,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12531,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12532,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12533,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12534,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12535,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12536,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12537,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12538,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12539,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12540,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12541,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12542,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12543,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12544,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12545,Ighv1-47,,ortholog_many2many,,ortholog_many2many
12546,Pef1,PEF1,ortholog_one2one,,ortholog_one2many
12547,Pef1,PEF1,ortholog_one2one,,ortholog_one2many
12548,Or56b35,,,,
12549,Ighv8-4,,ortholog_many2many,,ortholog_many2many
12550,Ighv8-4,,ortholog_many2many,,ortholog_many2many
12551,Ighv8-4,,ortholog_many2many,,ortholog_many2many
12552,Ighv8-4,,ortholog_many2many,,ortholog_many2many
12553,Ighv8-4,,ortholog_many2many,,ortholog_many2many
12554,Ighv8-4,,ortholog_many2many,,ortholog_many2many
12555,Or52b1,,,,
12556,Cyp2c70,CYP2C76,ortholog_one2one,CYP2C76,ortholog_one2one
12557,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12558,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12559,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12560,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12561,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12562,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12563,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12564,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12565,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12566,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12567,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12568,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12569,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12570,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12571,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12572,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12573,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12574,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12575,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12576,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12577,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12578,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12579,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12580,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12581,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12582,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12583,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12584,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12585,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12586,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12587,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12588,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12589,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12590,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12591,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12592,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12593,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12594,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12595,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12596,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12597,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12598,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12599,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12600,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12601,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12602,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12603,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12604,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12605,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12606,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12607,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12608,Ighv1-49,,ortholog_many2many,,ortholog_many2many
12609,Lrrtm3,LRRTM3,ortholog_one2one,LRRTM3,ortholog_one2one
12610,Or52b2,,,OR52B2,ortholog_one2one
12611,Ighv8-5,,ortholog_many2many,,ortholog_many2many
12612,Ighv8-5,,ortholog_many2many,,ortholog_many2many
12613,Ighv8-5,,ortholog_many2many,,ortholog_many2many
12614,Ighv8-5,,ortholog_many2many,,ortholog_many2many
12615,Ighv8-5,,ortholog_many2many,,ortholog_many2many
12616,Ighv8-5,,ortholog_many2many,,ortholog_many2many
12617,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12618,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12619,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12620,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12621,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12622,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12623,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12624,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12625,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12626,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12627,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12628,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12629,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12630,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12631,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12632,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12633,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12634,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12635,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12636,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12637,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12638,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12639,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12640,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12641,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12642,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12643,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12644,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12645,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12646,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12647,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12648,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12649,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12650,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12651,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12652,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12653,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12654,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12655,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12656,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12657,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12658,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12659,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12660,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12661,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12662,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12663,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12664,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12665,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12666,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12667,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12668,Ighv1-50,,ortholog_many2many,,ortholog_many2many
12669,Axl,AXL,ortholog_one2one,AXL,ortholog_one2one
12670,Gabrb1,,,GABRB1,ortholog_one2one
12671,Fgb,FGB,ortholog_one2one,FGB,ortholog_one2one
12672,Gm54816,,,,
12673,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12674,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12675,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12676,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12677,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12678,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12679,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12680,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12681,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12682,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12683,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12684,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12685,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12686,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12687,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12688,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12689,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12690,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12691,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12692,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12693,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12694,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12695,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12696,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12697,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12698,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12699,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12700,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12701,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12702,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12703,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12704,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12705,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12706,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12707,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12708,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12709,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12710,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12711,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12712,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12713,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12714,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12715,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12716,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12717,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12718,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12719,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12720,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12721,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12722,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12723,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12724,Ighv1-53,,ortholog_many2many,,ortholog_many2many
12725,Fkbp15,FKBP15,ortholog_one2one,FKBP15,ortholog_one2one
12726,Chpt1,CHPT1,ortholog_one2one,CHPT1,ortholog_one2one
12727,Ighv8-6,,ortholog_many2many,,ortholog_many2many
12728,Ighv8-6,,ortholog_many2many,,ortholog_many2many
12729,Ighv8-6,,ortholog_many2many,,ortholog_many2many
12730,Ighv8-6,,ortholog_many2many,,ortholog_many2many
12731,Ighv8-6,,ortholog_many2many,,ortholog_many2many
12732,Ighv8-6,,ortholog_many2many,,ortholog_many2many
12733,Crb3,CRB3,ortholog_one2one,CRB3,ortholog_one2one
12734,St6galnac5,ST6GALNAC5,ortholog_one2one,ST6GALNAC5,ortholog_one2one
12735,Llgl2,LLGL2,ortholog_one2one,LLGL2,ortholog_one2one
12736,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12737,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12738,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12739,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12740,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12741,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12742,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12743,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12744,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12745,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12746,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12747,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12748,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12749,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12750,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12751,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12752,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12753,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12754,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12755,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12756,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12757,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12758,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12759,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12760,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12761,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12762,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12763,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12764,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12765,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12766,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12767,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12768,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12769,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12770,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12771,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12772,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12773,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12774,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12775,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12776,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12777,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12778,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12779,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12780,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12781,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12782,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12783,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12784,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12785,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12786,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12787,Ighv1-54,,ortholog_many2many,,ortholog_many2many
12788,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12789,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12790,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12791,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12792,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12793,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12794,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12795,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12796,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12797,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12798,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12799,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12800,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12801,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12802,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12803,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12804,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12805,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12806,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12807,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12808,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12809,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12810,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12811,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12812,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12813,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12814,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12815,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12816,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12817,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12818,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12819,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12820,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12821,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12822,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12823,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12824,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12825,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12826,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12827,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12828,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12829,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12830,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12831,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12832,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12833,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12834,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12835,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12836,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12837,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12838,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12839,Ighv1-55,,ortholog_many2many,,ortholog_many2many
12840,Pdlim1,PDLIM1,ortholog_one2one,PDLIM1,ortholog_one2one
12841,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12842,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12843,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12844,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12845,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12846,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12847,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12848,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12849,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12850,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12851,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12852,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12853,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12854,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12855,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12856,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12857,Ighv1-56,,ortholog_many2many,,ortholog_many2many
12858,Ighv1-56,,ortholog_many2many,,ortholog_many2many
