Gene name	White-tufted-ear marmoset gene name	White-tufted-ear marmoset homology type	Macaque gene name	Macaque homology type
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm24760	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25350	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm26502	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Dixdc1	DIXDC1	ortholog_one2one	DIXDC1	ortholog_one2one
Gria2	GRIA2	ortholog_one2one	GRIA2	ortholog_one2one
Gm23003			U6	ortholog_one2many
Gm54739				
Gm26369				
Akt3	AKT3	ortholog_one2one	AKT3	ortholog_one2one
Eci1	ECI1	ortholog_one2one	ECI1	ortholog_one2one
Dpysl3	DPYSL3	ortholog_one2one	DPYSL3	ortholog_one2one
Agxt2	AGXT2	ortholog_one2one	AGXT2	ortholog_one2one
Zfp39	ZNF570	ortholog_one2one	ZNF570	ortholog_one2one
Prl8a1	PRL	ortholog_one2many	PRL	ortholog_one2many
Serpinf1	SERPINF1	ortholog_one2one	SERPINF1	ortholog_one2one
Prl7b1	PRL	ortholog_one2many	PRL	ortholog_one2many
Myt1l	MYT1L	ortholog_one2one	MYT1L	ortholog_one2many
Myt1l	MYT1L	ortholog_one2one		ortholog_one2many
Dnase1l2	DNASE1L2	ortholog_one2one	DNASE1L2	ortholog_one2one
Tap1	TAP1	ortholog_one2one	PSMB8	ortholog_one2one
Exosc10	EXOSC10	ortholog_one2one	EXOSC10	ortholog_one2one
Ocrl	OCRL	ortholog_one2one	OCRL	ortholog_one2one
Zbtb18	ZBTB18	ortholog_one2one	ZBTB18	ortholog_one2one
Dnajc21	DNAJC21	ortholog_one2one	DNAJC21	ortholog_one2one
Tex30	TEX30	ortholog_one2one	TEX30	ortholog_one2one
Gtse1	GTSE1	ortholog_one2one	GTSE1	ortholog_one2one
Prl7a1	PRL	ortholog_one2many	PRL	ortholog_one2many
Eif3j2	EIF3J	ortholog_one2many	EIF3J	ortholog_one2many
Jakmip2	JAKMIP2	ortholog_one2one	JAKMIP2	ortholog_one2one
Prl7a2	PRL	ortholog_one2many	PRL	ortholog_one2many
Gm54825				
Snora21	SNORA21	ortholog_one2one	SNORA21	ortholog_one2one
Mif4gd				
Gm54729				
Scgb3a2	SCGB3A2	ortholog_one2one	SCGB3A2	ortholog_one2one
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm23313	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm54927			SCARNA15	ortholog_one2one
Gm25471	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25471	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25471	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25471	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25471	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25471	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25471	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25471	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25471	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25471	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25471	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25471	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
Gm25471	SNORD116	ortholog_many2many	SNORD116	ortholog_many2many
