Gene stable ID	Gene name	Macaque gene stable ID	Macaque gene name	Macaque homology type
ENSMUSG00000033577	Myo6	ENSMMUG00000005032	MYO6	ortholog_one2one
ENSMUSG00000044737	Klk14	ENSMMUG00000064856	KLK14	ortholog_one2one
ENSMUSG00000038216	Pnmt	ENSMMUG00000062416	PNMT	ortholog_one2one
ENSMUSG00000028389	Zfp37	ENSMMUG00000002079	ZFP37	ortholog_one2one
ENSMUSG00000074375	Sult2a3	ENSMMUG00000056800	SULT2A1	ortholog_one2many
ENSMUSG00000036819	Jmjd4	ENSMMUG00000053969	JMJD4	ortholog_one2one
ENSMUSG00000040601	Nlrp4a	ENSMMUG00000028711	NLRP4	ortholog_one2many
ENSMUSG00000053137	Mapk11	ENSMMUG00000014107	MAPK11	ortholog_one2one
ENSMUSG00000056498	Tmem154	ENSMMUG00000039094	TMEM154	ortholog_one2one
ENSMUSG00000020123	Avpr1a	ENSMMUG00000000549	AVPR1A	ortholog_one2one
ENSMUSG00000047495	Dlgap2	ENSMMUG00000057265	DLGAP2	ortholog_one2one
ENSMUSG00000069255	Dusp22	ENSMMUG00000018514	DUSP22	ortholog_one2one
ENSMUSG00000019834	Slc22a16	ENSMMUG00000008187	SLC22A16	ortholog_one2one
ENSMUSG00000034786	Gpsm3	ENSMMUG00000018459	GPSM3	ortholog_one2one
ENSMUSG00000031258	Xkrx	ENSMMUG00000045191	XKRX	ortholog_one2one
ENSMUSG00000078161	Erich3	ENSMMUG00000019493	CRYZ	ortholog_one2one
ENSMUSG00000066152	Slc31a2	ENSMMUG00000000172	SLC31A2	ortholog_one2one
ENSMUSG00000052549	Arl13a	ENSMMUG00000019971	ARL13A	ortholog_one2one
ENSMUSG00000034673	Pbx2	ENSMMUG00000018456	PBX2	ortholog_one2one
ENSMUSG00000049950	Rpp38	ENSMMUG00000007679	RPP38	ortholog_one2one
ENSMUSG00000077318	Gm24173	ENSMMUG00000041899		ortholog_many2many
ENSMUSG00000077318	Gm24173	ENSMMUG00000037402		ortholog_many2many
ENSMUSG00000067158	Col4a4	ENSMMUG00000013233	COL4A4	ortholog_one2one
ENSMUSG00000063785	Utp14a	ENSMMUG00000020700	UTP14A	ortholog_many2many
ENSMUSG00000063785	Utp14a	ENSMMUG00000016517	UTP14C	ortholog_many2many
ENSMUSG00000037270	Bltp1	ENSMMUG00000004571	KIAA1109	ortholog_one2one
ENSMUSG00000013846	St3gal1	ENSMMUG00000012531	ST3GAL1	ortholog_one2one
ENSMUSG00000034613	Ppm1h	ENSMMUG00000011952	PPM1H	ortholog_one2one
ENSMUSG00000054046	Klk13	ENSMMUG00000001136		ortholog_one2many
ENSMUSG00000054046	Klk13	ENSMMUG00000028727		ortholog_one2many
ENSMUSG00000026644	Acbd7	ENSMMUG00000040456	ACBD7	ortholog_one2one
ENSMUSG00000038208	Pgap3	ENSMMUG00000001347	PGAP3	ortholog_one2one
ENSMUSG00000045657	Pcdhb10	ENSMMUG00000057673	PCDHB5	ortholog_one2many
ENSMUSG00000051486	Pcdhb11	ENSMMUG00000057673	PCDHB5	ortholog_one2many
ENSMUSG00000021356	Irf4	ENSMMUG00000018513	IRF4	ortholog_one2one
ENSMUSG00000044430	Klk12	ENSMMUG00000019025	KLK12	ortholog_one2one
ENSMUSG00000064084	Or4c105	ENSMMUG00000051310		ortholog_many2many
ENSMUSG00000064084	Or4c105	ENSMMUG00000055565		ortholog_many2many
ENSMUSG00000024805	Pcgf5	ENSMMUG00000038018	PCGF5	ortholog_one2one
ENSMUSG00000043458	Pcdhb12	ENSMMUG00000057673	PCDHB5	ortholog_one2many
ENSMUSG00000047307	Pcdhb13	ENSMMUG00000062723	PCDHB6	ortholog_one2one
ENSMUSG00000061798	Or4c106	ENSMMUG00000051310		ortholog_many2many
ENSMUSG00000061798	Or4c106	ENSMMUG00000055565		ortholog_many2many
ENSMUSG00000044043	Pcdhb14	ENSMMUG00000029809		ortholog_one2one
ENSMUSG00000001741	Il16	ENSMMUG00000011555	IL16	ortholog_one2one
ENSMUSG00000047033	Pcdhb15	ENSMMUG00000050553	PCDHB7	ortholog_one2one
ENSMUSG00000026645	Olah	ENSMMUG00000052297		ortholog_one2many
ENSMUSG00000026645	Olah	ENSMMUG00000050485		ortholog_one2many
ENSMUSG00000047910	Pcdhb16	ENSMMUG00000049686	PCDHB13	ortholog_one2one
ENSMUSG00000032878	Ccdc85a	ENSMMUG00000015888	CCDC85A	ortholog_one2one
ENSMUSG00000024517	Grp	ENSMMUG00000007584	GRP	ortholog_one2one
ENSMUSG00000022321	Cdh10	ENSMMUG00000012293	CDH10	ortholog_one2one
ENSMUSG00000048347	Pcdhb18	ENSMMUG00000061532	PCDHB10	ortholog_one2one
ENSMUSG00002076619	Gm54604	ENSMMUG00000026352	U6	ortholog_one2one
ENSMUSG00000071665	Foxr2	ENSMMUG00000061763	FOXR2	ortholog_one2one
ENSMUSG00000052752	Traf7	ENSMMUG00000019223	TRAF7	ortholog_one2one
ENSMUSG00000041658	Rragb	ENSMMUG00000017635	RRAGB	ortholog_one2one
ENSMUSG00000014852	Adamts13	ENSMMUG00000000937	ADAMTS13	ortholog_one2one
ENSMUSG00000073591	Pcdhb22	ENSMMUG00000021941	PCDHB15	ortholog_one2one
ENSMUSG00000038521	C1s1	ENSMMUG00000012786	C1S	ortholog_one2many
ENSMUSG00000024518	Rax	ENSMMUG00000007583	RAX	ortholog_one2one
ENSMUSG00000084609	Gm22199	ENSMMUG00000024397	Y_RNA	ortholog_one2one
ENSMUSG00000005220	Corin	ENSMMUG00000021779	CORIN	ortholog_one2one
ENSMUSG00000021395	Spin1	ENSMMUG00000016295	SPIN1	ortholog_one2one
ENSMUSG00000038102	Trappc11	ENSMMUG00000023651	TRAPPC11	ortholog_one2one
ENSMUSG00000079465	Col4a3	ENSMMUG00000013235	COL4A3	ortholog_one2one
ENSMUSG00000063428	Ddo	ENSMMUG00000050899	DDO	ortholog_one2one
ENSMUSG00000050304	Slc25a2	ENSMMUG00000021943	SLC25A2	ortholog_one2one
ENSMUSG00000017774	Myo1c	ENSMMUG00000002371	MYO1C	ortholog_one2one
ENSMUSG00000051316	Taf7	ENSMMUG00000057240	TAF7	ortholog_one2one
ENSMUSG00000021396	Nxnl2	ENSMMUG00000008414	NXNL2	ortholog_one2one
ENSMUSG00000041649	Klf8	ENSMMUG00000014678	KLF8	ortholog_one2one
ENSMUSG00000024519	Cplx4	ENSMMUG00000041950	CPLX4	ortholog_one2one
ENSMUSG00000067616	Klk11	ENSMMUG00000043963	KLK11	ortholog_one2one
ENSMUSG00000022335	Zfat	ENSMMUG00000004918	ZFAT	ortholog_one2one
ENSMUSG00000067586	S1pr3	ENSMMUG00000043913	S1PR3	ortholog_one2one
ENSMUSG00000021709	Erbin	ENSMMUG00000007683	ERBIN	ortholog_one2one
ENSMUSG00000045875	Adra1a	ENSMMUG00000023112	ADRA1A	ortholog_one2one
ENSMUSG00000028975	Pex14	ENSMMUG00000019979	PEX14	ortholog_one2one
ENSMUSG00000020962	Gtf2a1	ENSMMUG00000022122	GTF2A1	ortholog_one2one
ENSMUSG00000074698	Csnk2a1	ENSMMUG00000031224	CSNK2A1	ortholog_one2one
ENSMUSG00000065406	Mirlet7i	ENSMMUG00000026990	mml-let-7i	ortholog_one2one
ENSMUSG00000045555	Mettl24	ENSMMUG00000008184	METTL24	ortholog_one2one
ENSMUSG00000004110	Cacna1e	ENSMMUG00000014498	CACNA1E	ortholog_one2one
ENSMUSG00000021962	Dcp1a	ENSMMUG00000011208	DCP1A	ortholog_one2one
ENSMUSG00000011154	Cfap161	ENSMMUG00000021143	CFAP161	ortholog_one2one
ENSMUSG00000036959	Bcorl1	ENSMMUG00000008781	BCORL1	ortholog_one2one
ENSMUSG00000038446	Cdc40	ENSMMUG00000008182	CDC40	ortholog_one2one
ENSMUSG00000098470	C1rb	ENSMMUG00000006470	C1R	ortholog_one2many
ENSMUSG00000026317	Cln8	ENSMMUG00000009470	CLN8	ortholog_one2one
ENSMUSG00000030084	Plxna1	ENSMMUG00000016720	PLXNA1	ortholog_one2one
ENSMUSG00000028974	Dffa	ENSMMUG00000032254	DFFA	ortholog_one2one
ENSMUSG00000031568	Rwdd4a	ENSMMUG00000023650	RWDD4	ortholog_one2one
ENSMUSG00000024831	Ighmbp2	ENSMMUG00000010128	IGHMBP2	ortholog_one2one
ENSMUSG00000019831	Wasf1	ENSMMUG00000014764	WASF1	ortholog_one2one
ENSMUSG00000034912	Mdga2	ENSMMUG00000015110	MDGA2	ortholog_one2one
ENSMUSG00000036606	Plxnb2	ENSMMUG00000008331	PLXNB2	ortholog_one2one
ENSMUSG00000073705	Cenps	ENSMMUG00000023030	CENPS	ortholog_one2one
ENSMUSG00000063049	Ing2	ENSMMUG00000008881	ING2	ortholog_one2one
ENSMUSG00000022048	Dpysl2	ENSMMUG00000012718	DPYSL2	ortholog_one2one
ENSMUSG00000046922	Gpr6	ENSMMUG00000014763	GPR6	ortholog_one2one
ENSMUSG00000038417	Fig4	ENSMMUG00000020538	FIG4	ortholog_one2one
ENSMUSG00000059854	Hydin	ENSMMUG00000005805	HYDIN	ortholog_one2one
ENSMUSG00000038859	Baiap2l1	ENSMMUG00000013276	BAIAP2L1	ortholog_one2one
ENSMUSG00000041891	Lman1	ENSMMUG00000007580	LMAN1	ortholog_one2one
ENSMUSG00000046550	Spin2c	ENSMMUG00000016045		ortholog_many2many
ENSMUSG00000046550	Spin2c	ENSMMUG00000058470		ortholog_many2many
ENSMUSG00000067369	Trmt2b	ENSMMUG00000010394	TRMT2B	ortholog_one2one
ENSMUSG00000041765	Ubac2	ENSMMUG00000012332	UBAC2	ortholog_one2one
ENSMUSG00000026650	Meig1	ENSMMUG00000061792	MEIG1	ortholog_one2one
ENSMUSG00000032637	Atxn2l	ENSMMUG00000003298	ATXN2L	ortholog_one2one
ENSMUSG00000091415	Ak9	ENSMMUG00000020537	AK9	ortholog_one2one
ENSMUSG00000050350	Gpr18	ENSMMUG00000060781	GPR18	ortholog_one2one
ENSMUSG00000040690	Col16a1	ENSMMUG00000023398	COL16A1	ortholog_one2one
ENSMUSG00000046204	Pnma2	ENSMMUG00000042420	PNMA2	ortholog_one2one
ENSMUSG00000118897	n-R5s60	ENSMMUG00000052805	5S_rRNA	ortholog_one2many
ENSMUSG00000118897	n-R5s60	ENSMMUG00000043536	5S_rRNA	ortholog_one2many
ENSMUSG00000029313	Aff1	ENSMMUG00000014076	AFF1	ortholog_one2one
ENSMUSG00000019826	Zbtb24	ENSMMUG00000003678	ZBTB24	ortholog_one2one
ENSMUSG00000051212	Gpr183	ENSMMUG00000012338	GPR183	ortholog_one2one
ENSMUSG00000027465	Tbc1d20	ENSMMUG00000004461	TBC1D20	ortholog_one2one
ENSMUSG00000029687	Ezh2	ENSMMUG00000013494	EZH2	ortholog_one2one
ENSMUSG00000020961	Ston2	ENSMMUG00000022124	STON2	ortholog_one2one
ENSMUSG00000024829	Mrpl21	ENSMMUG00000010124	MRPL21	ortholog_one2one
ENSMUSG00000056708	Ier5	ENSMMUG00000031286	IER5	ortholog_one2one
ENSMUSG00000021957	Tkt	ENSMMUG00000014433	TKT	ortholog_one2one
ENSMUSG00000026471	Mr1	ENSMMUG00000020023	MR1	ortholog_one2one
ENSMUSG00000058589	Anks1b	ENSMMUG00000022406	ANKS1B	ortholog_one2one
ENSMUSG00000024900	Cpt1a	ENSMMUG00000001780	CPT1A	ortholog_one2one
ENSMUSG00000057715	A830018L16Rik	ENSMMUG00000004573	C8H8orf34	ortholog_one2one
ENSMUSG00000065476	Mir30b	ENSMMUG00000027123	mml-mir-30b	ortholog_one2one
ENSMUSG00000040452	Cdh12	ENSMMUG00000015092	CDH12	ortholog_one2one
ENSMUSG00000022051	Bnip3l	ENSMMUG00000023646	BNIP3L	ortholog_one2one
ENSMUSG00000089071	Gm24499	ENSMMUG00000026330	U6	ortholog_many2many
ENSMUSG00000089071	Gm24499	ENSMMUG00000065013	U6	ortholog_many2many
ENSMUSG00000034883	Lrr1	ENSMMUG00000037526	LRR1	ortholog_one2one
ENSMUSG00000038069	Cdkn2aip	ENSMMUG00000002004	CDKN2AIP	ortholog_one2one
ENSMUSG00000065437	Mir30d	ENSMMUG00000027064	mml-mir-30d	ortholog_one2one
ENSMUSG00000047565	Acot10	ENSMMUG00000018824	ACOT9	ortholog_one2many
ENSMUSG00000103897	Pcdhga8	ENSMMUG00000052308		ortholog_one2one
ENSMUSG00000022052	Ppp2r2a	ENSMMUG00000041905	PPP2R2A	ortholog_one2one
ENSMUSG00000000392	Fap	ENSMMUG00000003200	FAP	ortholog_one2one
ENSMUSG00000015377	Dennd6b	ENSMMUG00000008327	DENND6B	ortholog_one2one
ENSMUSG00000093112	Gm22701	ENSMMUG00000039577	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000060698	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000045850	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000056843	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000039702	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000044415	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000040158	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000048666	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000047901	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000042756	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000055592	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000042469	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000043865	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000043908	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000043467	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000053401	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000039275	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000048908	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000045905	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000044327	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000043396	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000041421	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000046610	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000043491	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000042122	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000048612	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000049021	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000050163	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000041286	Metazoa_SRP	ortholog_one2many
ENSMUSG00000093112	Gm22701	ENSMMUG00000040087	Metazoa_SRP	ortholog_one2many
ENSMUSG00000030693	Klk10	ENSMMUG00000059154		ortholog_one2one
ENSMUSG00000043998	Mgat2	ENSMMUG00000008285	MGAT2	ortholog_one2one
ENSMUSG00000020973	Dnaaf2	ENSMMUG00000008284	DNAAF2	ortholog_one2one
ENSMUSG00000033578	Tmem35a	ENSMMUG00000065018	TMEM35A	ortholog_one2one
ENSMUSG00000035671	Zswim4	ENSMMUG00000017645	ZSWIM4	ortholog_one2one
ENSMUSG00000070462	Tlnrd1	ENSMMUG00000052973	TLNRD1	ortholog_one2one
ENSMUSG00000047884	Klk9	ENSMMUG00000028728	KLK9	ortholog_one2one
ENSMUSG00000031103	Elf4	ENSMMUG00000008785	ELF4	ortholog_one2one
ENSMUSG00000031563	Wwc2	ENSMMUG00000015748	WWC2	ortholog_one2one
ENSMUSG00000038503	Mesd	ENSMMUG00000009409	MESD	ortholog_one2one
ENSMUSG00000025544	Tm9sf2	ENSMMUG00000019556	TM9SF2	ortholog_one2one
ENSMUSG00000059991	Nptx2	ENSMMUG00000011970	NPTX2	ortholog_one2one
ENSMUSG00000103749	Pcdhgb5	ENSMMUG00000021963	PCDHGB5	ortholog_one2one
ENSMUSG00000046318	Ccbe1	ENSMMUG00000010402	CCBE1	ortholog_one2one
ENSMUSG00000041180	Hectd2	ENSMMUG00000000238	HECTD2	ortholog_one2one
ENSMUSG00000030738	Eif3c	ENSMMUG00000011798	EIF3C	ortholog_one2one
ENSMUSG00000043388	Tmem130	ENSMMUG00000012377	TMEM130	ortholog_one2one
ENSMUSG00000064818	Gm22359	ENSMMUG00000033233	U6	ortholog_one2one
ENSMUSG00000063728	Magea6	ENSMMUG00000063217	MAGEA10	ortholog_one2many
ENSMUSG00000094196	Magea3	ENSMMUG00000063217	MAGEA10	ortholog_one2many
ENSMUSG00000079350	Magea8	ENSMMUG00000063217	MAGEA10	ortholog_one2many
ENSMUSG00000055746	Magea2	ENSMMUG00000063217	MAGEA10	ortholog_one2many
ENSMUSG00000072889	Nfxl1	ENSMMUG00000021780	NFXL1	ortholog_one2one
ENSMUSG00000040420	Cdh18	ENSMMUG00000004389	CDH18	ortholog_one2one
ENSMUSG00000079349	Magea5	ENSMMUG00000063217	MAGEA10	ortholog_one2many
ENSMUSG00000096644	Magea1	ENSMMUG00000063217	MAGEA10	ortholog_one2many
ENSMUSG00000019362	D8Ertd738e	ENSMMUG00000055609		ortholog_one2one
ENSMUSG00000036932	Aifm1	ENSMMUG00000004954	AIFM1	ortholog_one2one
ENSMUSG00000010936	Vac14	ENSMMUG00000020421	VAC14	ortholog_one2one
ENSMUSG00000025545	Clybl	ENSMMUG00000003558	CLYBL	ortholog_one2one
ENSMUSG00000030523	Trpm1	ENSMMUG00000009430	TRPM1	ortholog_one2one
ENSMUSG00000041703	Zic5	ENSMMUG00000014821	ZIC5	ortholog_one2one
ENSMUSG00000061524	Zic2	ENSMMUG00000014822	ZIC2	ortholog_one2one
ENSMUSG00000063935	Zar1	ENSMMUG00000006704	ZAR1	ortholog_one2one
ENSMUSG00000022053	Ebf2	ENSMMUG00000005760	EBF2	ortholog_one2one
ENSMUSG00000060204	Slc10a4-ps	ENSMMUG00000006703	SLC10A4	ortholog_one2one
ENSMUSG00000033054	Npat	ENSMMUG00000004157	NPAT	ortholog_one2one
ENSMUSG00000036800	Fam135b	ENSMMUG00000020326	FAM135B	ortholog_one2one
ENSMUSG00000029312	Klhl8	ENSMMUG00000014080	KLHL8	ortholog_one2one
ENSMUSG00000004996	Mri1	ENSMMUG00000018068	MRI1	ortholog_one2one
ENSMUSG00000031104	Rab33a	ENSMMUG00000049309	RAB33A	ortholog_one2one
ENSMUSG00000025283	Sat1	ENSMMUG00000060580	SAT1	ortholog_one2one
ENSMUSG00000032113	Chek1	ENSMMUG00000010010	CHEK1	ortholog_one2one
ENSMUSG00000015452	Ager	ENSMMUG00000018442	AGER	ortholog_one2one
ENSMUSG00000020974	Pole2	ENSMMUG00000003913	POLE2	ortholog_one2one
ENSMUSG00000047259	Mc4r	ENSMMUG00000017258	MC4R	ortholog_one2one
ENSMUSG00000076318	Mir216b	ENSMMUG00000028554	mml-mir-216b	ortholog_one2one
ENSMUSG00000065539	Mir216a	ENSMMUG00000027092	mml-mir-216a	ortholog_one2one
ENSMUSG00000020467	Efemp1	ENSMMUG00000016872	EFEMP1	ortholog_one2one
ENSMUSG00000088895	Gm22519	ENSMMUG00000036886		ortholog_one2many
ENSMUSG00000026470	Stx6	ENSMMUG00000020021	STX6	ortholog_one2one
ENSMUSG00000067220	Cnga1	ENSMMUG00000005764	CNGA1	ortholog_one2one
ENSMUSG00000036561	Ppp6r2	ENSMMUG00000009075	PPP6R2	ortholog_one2one
ENSMUSG00000017776	Crk	ENSMMUG00000040390	CRK	ortholog_one2one
ENSMUSG00000033763	Mtss2	ENSMMUG00000020416	MTSS2	ortholog_one2one
ENSMUSG00000041650	Pcca	ENSMMUG00000004493	PCCA	ortholog_one2one
ENSMUSG00000024905	Tesmin	ENSMMUG00000001777	TESMIN	ortholog_one2one
ENSMUSG00000087897	Gm25283	ENSMMUG00000065173	Y_RNA	ortholog_one2one
ENSMUSG00000064945	Rny3	ENSMMUG00000053257	Y_RNA	ortholog_one2one
ENSMUSG00000065701	Rny1	ENSMMUG00000027349	Y_RNA	ortholog_one2many
ENSMUSG00000065701	Rny1	ENSMMUG00000060897	Y_RNA	ortholog_one2many
ENSMUSG00000025823	Pdia4	ENSMMUG00000042048	PDIA4	ortholog_one2one
ENSMUSG00000031262	Cenpi	ENSMMUG00000007601	CENPI	ortholog_one2one
ENSMUSG00000067219	Nipal1	ENSMMUG00000018625	NIPAL1	ortholog_one2one
ENSMUSG00000062312	Erbb2	ENSMMUG00000001348	ERBB2	ortholog_one2one
ENSMUSG00000030086	Chchd6	ENSMMUG00000016719	CHCHD6	ortholog_one2one
ENSMUSG00000021448	Shc3	ENSMMUG00000039355	SHC3	ortholog_one2one
ENSMUSG00000034528	Hsd17b13	ENSMMUG00000019040	HSD17B13	ortholog_one2one
ENSMUSG00000031750	Il34	ENSMMUG00000020415	IL34	ortholog_one2one
ENSMUSG00000045763	Basp1	ENSMMUG00000061751	BASP1	ortholog_one2one
ENSMUSG00000118923	Gm22633	ENSMMUG00000054389	U6	ortholog_one2one
ENSMUSG00000051499	Zfp786	ENSMMUG00000018549	ZNF786	ortholog_one2one
ENSMUSG00000033722	BC034090	ENSMMUG00000020019	KIAA1614	ortholog_one2one
ENSMUSG00000062519	Zfp398	ENSMMUG00000000767	ZNF398	ortholog_one2one
ENSMUSG00000061911	Myt1l	ENSMMUG00000009310	MYT1L	ortholog_one2one
ENSMUSG00000071176	Arhgef10	ENSMMUG00000009472	ARHGEF10	ortholog_one2one
ENSMUSG00000028961	Pgd	ENSMMUG00000023029	PGD	ortholog_one2one
ENSMUSG00000027719	Adad1	ENSMMUG00000004572	ADAD1	ortholog_one2one
ENSMUSG00000021357	Exoc2	ENSMMUG00000023558	EXOC2	ortholog_one2one
ENSMUSG00000024907	Gal	ENSMMUG00000064140	GAL	ortholog_one2one
ENSMUSG00000040473	Cfap69	ENSMMUG00000023654	CFAP69	ortholog_one2one
ENSMUSG00000041625	Ggact	ENSMMUG00000004494	GGACT	ortholog_one2one
ENSMUSG00000015478	Rnf5	ENSMMUG00000018438	RNF5	ortholog_one2one
ENSMUSG00000026150	Mff	ENSMMUG00000013246	MFF	ortholog_one2one
ENSMUSG00000025821	Zfp282	ENSMMUG00000011788	ZNF212	ortholog_one2one
ENSMUSG00000002580	Mien1	ENSMMUG00000052125	MIEN1	ortholog_one2one
ENSMUSG00000027297	Ltk	ENSMMUG00000008170	LTK	ortholog_one2one
ENSMUSG00000020472	Zkscan17	ENSMMUG00000019585	ZNF496	ortholog_one2one
ENSMUSG00000079657	Rab26	ENSMMUG00000002843	RAB26	ortholog_one2one
ENSMUSG00000024948	Map4k2	ENSMMUG00000030597	MAP4K2	ortholog_one2one
ENSMUSG00000041594	Tmtc4	ENSMMUG00000000481	TMTC4	ortholog_one2one
ENSMUSG00000052337	Immt	ENSMMUG00000015824	IMMT	ortholog_one2one
ENSMUSG00000032343	Impg1	ENSMMUG00000054471	IMPG1	ortholog_one2one
ENSMUSG00000027720	Il2	ENSMMUG00000021093	IL2	ortholog_one2one
ENSMUSG00000028779	Pef1	ENSMMUG00000051004		ortholog_one2many
ENSMUSG00000028779	Pef1	ENSMMUG00000052381		ortholog_one2many
ENSMUSG00000028779	Pef1	ENSMMUG00000023397		ortholog_one2many
ENSMUSG00000028086	Fbxw7	ENSMMUG00000020330	FBXW7	ortholog_one2one
ENSMUSG00000066151	Fkbp15	ENSMMUG00000000173	FKBP15	ortholog_one2one
ENSMUSG00000064768	Snord60	ENSMMUG00000026455	SNORD60	ortholog_one2one
ENSMUSG00000036760	Kcnk9	ENSMMUG00000045821	KCNK9	ortholog_one2one
ENSMUSG00000025287	Acot9	ENSMMUG00000018824	ACOT9	ortholog_one2many
ENSMUSG00000034254	Agpat1	ENSMMUG00000018434	AGPAT1	ortholog_one2one
ENSMUSG00000022272	Myo10	ENSMMUG00000012672	MYO10	ortholog_one2one
ENSMUSG00000024524	Gnal	ENSMMUG00000050929	GNAL	ortholog_one2one
ENSMUSG00000062248	Cks2	ENSMMUG00000064761	CKS2	ortholog_one2one
ENSMUSG00000020849	Ywhae	ENSMMUG00000050758		ortholog_one2one
ENSMUSG00000025289	Prdx4	ENSMMUG00000021366	PRDX4	ortholog_one2one
ENSMUSG00000064672	Gm22806	ENSMMUG00000024022		ortholog_one2many
ENSMUSG00000049511	Htr1b	ENSMMUG00000015717	HTR1B	ortholog_one2one
ENSMUSG00000021710	Nln	ENSMMUG00000016522	NLN	ortholog_one2one
ENSMUSG00000043289	Mei4	ENSMMUG00000005328	MEI4	ortholog_one2one
ENSMUSG00000032855	Pkd1	ENSMMUG00000029263	PKD1	ortholog_one2one
ENSMUSG00000027718	Il21	ENSMMUG00000049383	IL21	ortholog_one2one
ENSMUSG00000041552	Ptchd1	ENSMMUG00000001088	PTCHD1	ortholog_one2one
ENSMUSG00000020848	Doc2b	ENSMMUG00000005222	DOC2B	ortholog_one2one
ENSMUSG00000040086	Tnni3k	ENSMMUG00000019488	FPGT	ortholog_one2one
ENSMUSG00000032116	Stt3a	ENSMMUG00000054773	STT3A	ortholog_one2one
ENSMUSG00000026149	Tm4sf20	ENSMMUG00000013245	TM4SF20	ortholog_one2one
ENSMUSG00002076703	Gm54630	ENSMMUG00000048123	U1	ortholog_one2one
ENSMUSG00000019312	Grb7	ENSMMUG00000020775	GRB7	ortholog_one2one
ENSMUSG00000057457	Phex	ENSMMUG00000023589	PHEX	ortholog_one2one
ENSMUSG00002075767	Gm54979	ENSMMUG00000036775	U6	ortholog_one2many
ENSMUSG00000034602	Mon2	ENSMMUG00000000956	MON2	ortholog_one2one
ENSMUSG00000026469	Xpr1	ENSMMUG00000012848	XPR1	ortholog_one2one
ENSMUSG00000035139	Secisbp2	ENSMMUG00000012532	SECISBP2	ortholog_one2one
ENSMUSG00000018168	Ikzf3	ENSMMUG00000017337	IKZF3	ortholog_one2one
ENSMUSG00000033732	Sf3b3	ENSMMUG00000017812	SF3B3	ortholog_one2one
ENSMUSG00000038372	Gmds	ENSMMUG00000005779	GMDS	ortholog_one2one
ENSMUSG00000020464	Pnpt1	ENSMMUG00000007003	PNPT1	ortholog_one2one
ENSMUSG00000022055	Nefl	ENSMMUG00000003348	NEFL	ortholog_one2one
ENSMUSG00000029471	Camkk2	ENSMMUG00000016969	CAMKK2	ortholog_one2one
ENSMUSG00000022270	Retreg1	ENSMMUG00000001375	RETREG1	ortholog_one2one
ENSMUSG00000030713	Klk7	ENSMMUG00000015445	KLK8	ortholog_one2one
ENSMUSG00000042743	Sgtb	ENSMMUG00000016521	SGTB	ortholog_one2one
ENSMUSG00000027466	Rbck1	ENSMMUG00000012601	RBCK1	ortholog_one2one
ENSMUSG00000021948	Prkcd	ENSMMUG00000007230	PRKCD	ortholog_one2one
ENSMUSG00000000223	Drp2	ENSMMUG00000021579	DRP2	ortholog_one2one
