Gene name	Gene stable ID	Mouse gene stable ID	Mouse gene name	Mouse homology type	Zebrafish gene stable ID	Zebrafish gene name	Zebrafish homology type
SNORD115-23	ENSG00000201331	ENSMUSG00000119739	Gm23922	ortholog_one2many			
SNORD115-23	ENSG00000201331	ENSMUSG00000119847	Gm25523	ortholog_one2many			
SNORD115-23	ENSG00000201331	ENSMUSG00000119244	Gm26334	ortholog_one2many			
SNORD115-23	ENSG00000201331	ENSMUSG00000119446	Gm25121	ortholog_one2many			
SNORD115-23	ENSG00000201331	ENSMUSG00000119258	Gm26096	ortholog_one2many			
SNORD115-23	ENSG00000201331	ENSMUSG00000119550	Gm25156	ortholog_one2many			
SNORD115-23	ENSG00000201331	ENSMUSG00000118676	Gm24585	ortholog_one2many			
SNORD115-23	ENSG00000201331	ENSMUSG00000119816	Gm25088	ortholog_one2many			
SNORD115-23	ENSG00000201331	ENSMUSG00000119271	Gm25742	ortholog_one2many			
SNORD115-23	ENSG00000201331	ENSMUSG00000118888	Gm25209	ortholog_one2many			
SNORD115-24	ENSG00000200398						
SNORD115-25	ENSG00000199489						
CSNK2A1	ENSG00000101266	ENSMUSG00000074698	Csnk2a1	ortholog_one2many	ENSDARG00000091702	csnk2a4	ortholog_one2many
SNORD115-26	ENSG00000275524						
SNORD115-27	ENSG00000201300						
SNORD115-28	ENSG00000200801						
SNORD115-29	ENSG00000199704						
SNORD115-30	ENSG00000200987						
SNORD115-31	ENSG00000202188						
SNORD115-32	ENSG00000200949						
SNORD115-33	ENSG00000200593	ENSMUSG00000077681	Gm22496	ortholog_one2many			
SNORD115-34	ENSG00000199311						
SNORD115-35	ENSG00000201992						
SNORD115-36	ENSG00000202499						
SNORD115-37	ENSG00000200638						
SNORD115-38	ENSG00000201907						
SNORD115-39	ENSG00000200564						
SNORD115-40	ENSG00000272460						
SNORD115-41	ENSG00000200478	ENSMUSG00000077615	Gm25499	ortholog_one2one			
SNORD115-42	ENSG00000201143						
SNORD115-43	ENSG00000202373						
SNORD115-44	ENSG00000202261	ENSMUSG00000077681	Gm22496	ortholog_one2many			
SNORD115-45	ENSG00000212380						
SNORD115-46	ENSG00000276844						
SNORD115-47	ENSG00000212528						
SNORD115-48	ENSG00000201634						
SNORD109B	ENSG00000239169						
Metazoa_SRP	ENSG00000277677	ENSMUSG00002075919	Gm54487	ortholog_many2many			
Metazoa_SRP	ENSG00000277677	ENSMUSG00000093093	Gm22642	ortholog_many2many			
Metazoa_SRP	ENSG00000277677	ENSMUSG00000092974	Gm25072	ortholog_many2many			
Metazoa_SRP	ENSG00000277677	ENSMUSG00000093249	Gm24576	ortholog_many2many			
Metazoa_SRP	ENSG00000277677	ENSMUSG00000092905	Gm25735	ortholog_many2many			
Metazoa_SRP	ENSG00000277677	ENSMUSG00000093059	Gm24809	ortholog_many2many			
Metazoa_SRP	ENSG00000277677	ENSMUSG00002075989	Gm55356	ortholog_many2many			
FSHR	ENSG00000170820	ENSMUSG00000032937	Fshr	ortholog_one2one	ENSDARG00000071494	fshr	ortholog_one2one
Y_RNA	ENSG00000207484						
FOXI2	ENSG00000186766	ENSMUSG00000048377	Foxi2	ortholog_one2one			
RNU6-90P	ENSG00000272337						
UBN1	ENSG00000118900	ENSMUSG00000039473	Ubn1	ortholog_one2one	ENSDARG00000063169	ubn1	ortholog_one2one
PPM1H	ENSG00000111110	ENSMUSG00000034613	Ppm1h	ortholog_one2one	ENSDARG00000063684	ppm1h	ortholog_many2many
SLC18A2	ENSG00000165646	ENSMUSG00000025094	Slc18a2	ortholog_one2one	ENSDARG00000015110	slc18a2	ortholog_one2one
GALR3	ENSG00000128310	ENSMUSG00000114755	Galr3	ortholog_one2one	ENSDARG00000105113	galr2b	ortholog_one2one
RFPL4B	ENSG00000251258	ENSMUSG00000094311	Rfpl4b	ortholog_one2one			
ZNF257	ENSG00000197134				ENSDARG00000102837	znf1145	ortholog_many2many
ZNF257	ENSG00000197134				ENSDARG00000098144	si:dkey-285e18.6	ortholog_many2many
NDST3	ENSG00000164100	ENSMUSG00000027977	Ndst3	ortholog_one2one	ENSDARG00000099149	hs3st3b1a	ortholog_many2many
NDST3	ENSG00000164100	ENSMUSG00000027977	Ndst3	ortholog_one2one	ENSDARG00000059948	si:dkey-121b10.7	ortholog_many2many
EFHC1	ENSG00000096093	ENSMUSG00000041809	Efhc1	ortholog_one2one	ENSDARG00000009743	efhc1	ortholog_one2one
ZNF729	ENSG00000196350				ENSDARG00000075916	zgc:66472	ortholog_many2many
ZNF729	ENSG00000196350				ENSDARG00000068366	si:dkey-154p10.3	ortholog_many2many
ZNF729	ENSG00000196350				ENSDARG00000094469	wu:fc63a07	ortholog_many2many
ZNF729	ENSG00000196350				ENSDARG00000097819	znf576.1	ortholog_many2many
ZNF729	ENSG00000196350				ENSDARG00000075545	si:dkey-89b17.4	ortholog_many2many
ZNF729	ENSG00000196350				ENSDARG00000061424	znf646	ortholog_many2many
ZNF492	ENSG00000229676						
TRIM23	ENSG00000113595	ENSMUSG00000021712	Trim23	ortholog_one2one	ENSDARG00000069420	trim23	ortholog_one2one
TMBIM6	ENSG00000139644	ENSMUSG00000023010	Tmbim6	ortholog_one2one	ENSDARG00000077934	tegt	ortholog_one2one
RNY3P8	ENSG00000223298						
RNY4P27	ENSG00000200211						
TMOD3	ENSG00000138594	ENSMUSG00000058587	Tmod3	ortholog_one2one	ENSDARG00000002571	tmod2	ortholog_one2one
CLDN10	ENSG00000134873	ENSMUSG00000022132	Cldn10	ortholog_one2one	ENSDARG00000099598	CABZ01067558.1	ortholog_one2many
CLDN10	ENSG00000134873	ENSMUSG00000022132	Cldn10	ortholog_one2one	ENSDARG00000058906	si:ch211-181l5.2	ortholog_one2many
CLDN10	ENSG00000134873	ENSMUSG00000022132	Cldn10	ortholog_one2one	ENSDARG00000058937	cldn10a	ortholog_one2many
CLDN10	ENSG00000134873	ENSMUSG00000022132	Cldn10	ortholog_one2one	ENSDARG00000104528	cldn10b	ortholog_one2many
RNF19A	ENSG00000034677	ENSMUSG00000022280	Rnf19a	ortholog_one2one	ENSDARG00000012040	rnf19a	ortholog_one2one
LDLRAP1	ENSG00000157978	ENSMUSG00000037295	Ldlrap1	ortholog_one2one	ENSDARG00000039750	ldlrap1b	ortholog_one2many
LDLRAP1	ENSG00000157978	ENSMUSG00000037295	Ldlrap1	ortholog_one2one	ENSDARG00000004311	ldlrap1a	ortholog_one2many
KLHL26	ENSG00000167487	ENSMUSG00000055707	Klhl26	ortholog_one2one	ENSDARG00000053876	klhl26	ortholog_one2one
SHTN1	ENSG00000187164	ENSMUSG00000041362	Shtn1	ortholog_one2one	ENSDARG00000039697	shtn1	ortholog_one2one
CKMT1B	ENSG00000237289	ENSMUSG00000000308	Ckmt1	ortholog_one2many	ENSDARG00000016598	ckmt1	ortholog_one2many
CCR7	ENSG00000126353	ENSMUSG00000037944	Ccr7	ortholog_one2one	ENSDARG00000044561	ccr7	ortholog_one2one
DZIP1	ENSG00000134874	ENSMUSG00000042156	Dzip1	ortholog_one2one	ENSDARG00000000943	dzip1	ortholog_one2one
SEC24D	ENSG00000150961	ENSMUSG00000039234	Sec24d	ortholog_one2one	ENSDARG00000045946	sec24d	ortholog_one2one
DHRS2	ENSG00000100867	ENSMUSG00000022209	Dhrs2	ortholog_one2one	ENSDARG00000043562	zgc:65997	ortholog_many2many
DHRS2	ENSG00000100867	ENSMUSG00000022209	Dhrs2	ortholog_one2one	ENSDARG00000053483	zgc:113054	ortholog_many2many
DHRS2	ENSG00000100867	ENSMUSG00000022209	Dhrs2	ortholog_one2one	ENSDARG00000099873	zgc:163083	ortholog_many2many
DHRS2	ENSG00000100867	ENSMUSG00000022209	Dhrs2	ortholog_one2one	ENSDARG00000101749	zgc:92161	ortholog_many2many
DHRS2	ENSG00000100867	ENSMUSG00000022209	Dhrs2	ortholog_one2one	ENSDARG00000102720	zgc:123284	ortholog_many2many
DHRS2	ENSG00000100867	ENSMUSG00000022209	Dhrs2	ortholog_one2one	ENSDARG00000104829	zgc:112146	ortholog_many2many
DHRS2	ENSG00000100867	ENSMUSG00000022209	Dhrs2	ortholog_one2one	ENSDARG00000021149	cbr1l	ortholog_many2many
DHRS2	ENSG00000100867	ENSMUSG00000022209	Dhrs2	ortholog_one2one	ENSDARG00000021135	dhrs4	ortholog_many2many
DHRS2	ENSG00000100867	ENSMUSG00000022209	Dhrs2	ortholog_one2one	ENSDARG00000035129	zgc:101858	ortholog_many2many
DHRS2	ENSG00000100867	ENSMUSG00000022209	Dhrs2	ortholog_one2one	ENSDARG00000018301	si:ch73-186j5.2	ortholog_many2many
DHRS2	ENSG00000100867	ENSMUSG00000022209	Dhrs2	ortholog_one2one	ENSDARG00000069379	zgc:158868	ortholog_many2many
EHD3	ENSG00000013016	ENSMUSG00000024065	Ehd3	ortholog_one2one	ENSDARG00000007869	ehd3	ortholog_one2one
SLC35E1	ENSG00000127526	ENSMUSG00000019731	Slc35e1	ortholog_one2one	ENSDARG00000011945	slc35e1	ortholog_one2one
PNMT	ENSG00000141744	ENSMUSG00000038216	Pnmt	ortholog_one2one	ENSDARG00000116039	CR456635.1	ortholog_one2one
PAFAH2	ENSG00000158006	ENSMUSG00000037366	Pafah2	ortholog_one2one			
STRC	ENSG00000242866	ENSMUSG00000033498	Strc	ortholog_one2one	ENSDARG00000105391	strc	ortholog_one2one
RAB2A	ENSG00000104388	ENSMUSG00000047187	Rab2a	ortholog_one2one	ENSDARG00000020261	rab2a	ortholog_one2one
GSDMA	ENSG00000167914	ENSMUSG00000017204	Gsdma	ortholog_one2many	ENSDARG00000079945	pjvk	ortholog_one2many
GSDMA	ENSG00000167914	ENSMUSG00000017211	Gsdma2	ortholog_one2many	ENSDARG00000079945	pjvk	ortholog_one2many
GSDMA	ENSG00000167914	ENSMUSG00000064224	Gsdma3	ortholog_one2many	ENSDARG00000079945	pjvk	ortholog_one2many
PAPOLG	ENSG00000115421	ENSMUSG00000020273	Papolg	ortholog_one2one	ENSDARG00000012141	papolg	ortholog_one2one
TMEM161A	ENSG00000064545	ENSMUSG00000002342	Tmem161a	ortholog_one2one	ENSDARG00000012790	tmem161a	ortholog_one2one
CETN1	ENSG00000177143	ENSMUSG00000050996	Cetn1	ortholog_one2one	ENSDARG00000101510	cetn2	ortholog_one2one
RN7SKP146	ENSG00000222174						
CREB3	ENSG00000107175	ENSMUSG00000028466	Creb3	ortholog_one2one	ENSDARG00000020926	creb3l3l	ortholog_one2one
TYMS	ENSG00000176890	ENSMUSG00000025747	Tyms	ortholog_one2one	ENSDARG00000042894	tyms	ortholog_one2one
ORMDL3	ENSG00000172057	ENSMUSG00000038150	Ormdl3	ortholog_one2one	ENSDARG00000025555	ormdl3	ortholog_one2one
MOGAT3	ENSG00000106384				ENSDARG00000003635	mogat3b	ortholog_one2one
HCN1	ENSG00000164588	ENSMUSG00000021730	Hcn1	ortholog_one2one	ENSDARG00000104480	hcn1	ortholog_one2one
FOXF1	ENSG00000103241	ENSMUSG00000042812	Foxf1	ortholog_one2one	ENSDARG00000015399	foxf1	ortholog_one2one
GPR26	ENSG00000154478	ENSMUSG00000040125	Gpr26	ortholog_one2one	ENSDARG00000074389	gpr26	ortholog_one2one
CDYL2	ENSG00000166446	ENSMUSG00000031758	Cdyl2	ortholog_one2one			
ATRNL1	ENSG00000107518	ENSMUSG00000054843	Atrnl1	ortholog_one2one	ENSDARG00000006420	atrnl1b	ortholog_one2many
ATRNL1	ENSG00000107518	ENSMUSG00000054843	Atrnl1	ortholog_one2one	ENSDARG00000077188	atrnl1a	ortholog_one2many
DNAJC3	ENSG00000102580	ENSMUSG00000022136	Dnajc3	ortholog_one2one	ENSDARG00000041110	dnajc3a	ortholog_many2many
PTAFR	ENSG00000169403	ENSMUSG00000056529	Ptafr	ortholog_one2one	ENSDARG00000042370	ptafr	ortholog_one2one
TNS4	ENSG00000131746	ENSMUSG00000017607	Tns4	ortholog_one2one			
STK3	ENSG00000104375	ENSMUSG00000022329	Stk3	ortholog_one2one	ENSDARG00000011312	stk3	ortholog_one2one
SLC25A33	ENSG00000171612	ENSMUSG00000028982	Slc25a33	ortholog_one2one	ENSDARG00000039931	slc25a33	ortholog_one2one
FGF3	ENSG00000186895	ENSMUSG00000031074	Fgf3	ortholog_one2one	ENSDARG00000101540	fgf3	ortholog_one2one
UGGT2	ENSG00000102595	ENSMUSG00000042104	Uggt2	ortholog_one2one	ENSDARG00000062089	uggt2	ortholog_one2one
GJB3	ENSG00000188910	ENSMUSG00000042367	Gjb3	ortholog_one2one	ENSDARG00000042866	cx35.4	ortholog_one2one
NPIPA5	ENSG00000183793						
BCAP31	ENSG00000185825	ENSMUSG00000002015	Bcap31	ortholog_one2one	ENSDARG00000044972	bcap31	ortholog_one2one
MICALL1	ENSG00000100139	ENSMUSG00000033039	Micall1	ortholog_one2one	ENSDARG00000079811	micall1a	ortholog_one2many
MICALL1	ENSG00000100139	ENSMUSG00000033039	Micall1	ortholog_one2one	ENSDARG00000087016	micall1b.2	ortholog_one2many
EYA3	ENSG00000158161	ENSMUSG00000028886	Eya3	ortholog_one2one	ENSDARG00000036100	eya3	ortholog_one2one
MIR6859-4	ENSG00000278739						
RN7SL850P	ENSG00000263955						
Metazoa_SRP	ENSG00000278700						
Metazoa_SRP	ENSG00000276096						
EGFLAM	ENSG00000164318	ENSMUSG00000042961	Egflam	ortholog_one2one	ENSDARG00000099008	EGFLAM	ortholog_one2one
RNU4-46P	ENSG00000222750	ENSMUSG00000064606	Gm25899	ortholog_one2many			
	ENSG00000238685				ENSDARG00000083885	BX548038.2	ortholog_many2many
	ENSG00000238685				ENSDARG00000080777	BX548038.1	ortholog_many2many
RNU6-1340P	ENSG00000207167						
RNU6-257P	ENSG00000222170						
Metazoa_SRP	ENSG00000275909	ENSMUSG00002076252	Gm56405	ortholog_many2many			
Metazoa_SRP	ENSG00000275909	ENSMUSG00002076051	Gm56028	ortholog_many2many			
Metazoa_SRP	ENSG00000275909	ENSMUSG00002076384	Gm54720	ortholog_many2many			
Metazoa_SRP	ENSG00000275909	ENSMUSG00000093345	Gm27956	ortholog_many2many			
Metazoa_SRP	ENSG00000275909	ENSMUSG00002075925	Gm56145	ortholog_many2many			
Metazoa_SRP	ENSG00000275909	ENSMUSG00002075175	Gm55425	ortholog_many2many			
Metazoa_SRP	ENSG00000275909	ENSMUSG00002076025	Gm56242	ortholog_many2many			
Metazoa_SRP	ENSG00000275909	ENSMUSG00000092986	Gm25574	ortholog_many2many			
Metazoa_SRP	ENSG00000275909	ENSMUSG00002076654	Gm55459	ortholog_many2many			
RN7SL841P	ENSG00000239555						
RNU4-58P	ENSG00000200062						
AOC3	ENSG00000131471	ENSMUSG00000019326	Aoc3	ortholog_one2one	ENSDARG00000014646	aoc2	ortholog_one2many
RNU6-21P	ENSG00000207441						
Metazoa_SRP	ENSG00000275808	ENSMUSG00002076252	Gm56405	ortholog_many2many			
Metazoa_SRP	ENSG00000275808	ENSMUSG00002076051	Gm56028	ortholog_many2many			
Metazoa_SRP	ENSG00000275808	ENSMUSG00002076384	Gm54720	ortholog_many2many			
Metazoa_SRP	ENSG00000275808	ENSMUSG00000093345	Gm27956	ortholog_many2many			
Metazoa_SRP	ENSG00000275808	ENSMUSG00002075925	Gm56145	ortholog_many2many			
Metazoa_SRP	ENSG00000275808	ENSMUSG00002075175	Gm55425	ortholog_many2many			
Metazoa_SRP	ENSG00000275808	ENSMUSG00002076025	Gm56242	ortholog_many2many			
Metazoa_SRP	ENSG00000275808	ENSMUSG00000092986	Gm25574	ortholog_many2many			
Metazoa_SRP	ENSG00000275808	ENSMUSG00002076654	Gm55459	ortholog_many2many			
RN7SKP76	ENSG00000201289						
RNU7-90P	ENSG00000238731						
STK32C	ENSG00000165752	ENSMUSG00000015981	Stk32c	ortholog_one2one			
RNU7-71P	ENSG00000251868						
RNU6-758P	ENSG00000252101	ENSMUSG00000070182	Gm24817	ortholog_one2one			
RN7SKP233	ENSG00000252814	ENSMUSG00002075328	Gm55407	ortholog_many2many			
RN7SKP233	ENSG00000252814	ENSMUSG00002075975	Gm56231	ortholog_many2many			
RN7SKP233	ENSG00000252814	ENSMUSG00002075380	Gm54859	ortholog_many2many			
SNORD33	ENSG00000252022				ENSDARG00000081926	CR626962.1	ortholog_one2many
SNORD33	ENSG00000252022				ENSDARG00000081568	CR352220.1	ortholog_one2many
U6	ENSG00000283564						
RN7SL381P	ENSG00000263968						
Y_RNA	ENSG00000199949						
PKMYT1	ENSG00000127564	ENSMUSG00000023908	Pkmyt1	ortholog_one2one	ENSDARG00000074730	pkmyt1	ortholog_one2one
PDHA2	ENSG00000163114	ENSMUSG00000047674	Pdha2	ortholog_one2one	ENSDARG00000010555	pdha1b	ortholog_many2many
PDHA2	ENSG00000163114	ENSMUSG00000047674	Pdha2	ortholog_one2one	ENSDARG00000012387	pdha1a	ortholog_many2many
MAD2L1	ENSG00000164109	ENSMUSG00000029910	Mad2l1	ortholog_one2one	ENSDARG00000004713	mad2l1	ortholog_one2one
G6PC1	ENSG00000131482	ENSMUSG00000078650	G6pc	ortholog_one2one	ENSDARG00000013721	g6pca.2	ortholog_one2many
G6PC1	ENSG00000131482	ENSMUSG00000078650	G6pc	ortholog_one2one	ENSDARG00000014967	g6pcb	ortholog_one2many
MSMP	ENSG00000215183	ENSMUSG00000078719	Msmp	ortholog_one2one	ENSDARG00000074930	si:ch1073-70f20.1	ortholog_one2many
MSMP	ENSG00000215183	ENSMUSG00000078719	Msmp	ortholog_one2one	ENSDARG00000105581	MSMP	ortholog_one2many
ATP6V0D2	ENSG00000147614	ENSMUSG00000028238	Atp6v0d2	ortholog_one2one			
HADHB	ENSG00000138029	ENSMUSG00000059447	Hadhb	ortholog_one2one	ENSDARG00000102055	hadhb	ortholog_one2one
ACO2	ENSG00000100412	ENSMUSG00000022477	Aco2	ortholog_one2one	ENSDARG00000007294	aco2	ortholog_one2one
ABCD1	ENSG00000101986	ENSMUSG00000031378	Abcd1	ortholog_one2one	ENSDARG00000074876	abcd1	ortholog_one2one
STARD3	ENSG00000131748	ENSMUSG00000018167	Stard3	ortholog_one2one	ENSDARG00000017809	stard3	ortholog_one2one
BUB3	ENSG00000154473	ENSMUSG00000066979	Bub3	ortholog_one2one	ENSDARG00000075883	bub3	ortholog_one2one
RNU6-554P	ENSG00000222398						
QRFPR	ENSG00000186867	ENSMUSG00000058400	Qrfpr	ortholog_one2many	ENSDARG00000039349	qrfpra	ortholog_one2many
QRFPR	ENSG00000186867	ENSMUSG00000029917	Qrfprl	ortholog_one2many	ENSDARG00000039349	qrfpra	ortholog_one2many
QRFPR	ENSG00000186867	ENSMUSG00000058400	Qrfpr	ortholog_one2many	ENSDARG00000101969	QRFPR	ortholog_one2many
QRFPR	ENSG00000186867	ENSMUSG00000029917	Qrfprl	ortholog_one2many	ENSDARG00000101969	QRFPR	ortholog_one2many
RNU6-610P	ENSG00000206991	ENSMUSG00000064468	Gm25081	ortholog_one2many			
PLXNB3	ENSG00000198753	ENSMUSG00000031385	Plxnb3	ortholog_one2one	ENSDARG00000032990	plxnb3	ortholog_one2one
CKMT1A	ENSG00000223572	ENSMUSG00000000308	Ckmt1	ortholog_one2many	ENSDARG00000016598	ckmt1	ortholog_one2many
HS6ST3	ENSG00000185352	ENSMUSG00000053465	Hs6st3	ortholog_one2one	ENSDARG00000071217	hs6st3a	ortholog_one2many
HS6ST3	ENSG00000185352	ENSMUSG00000053465	Hs6st3	ortholog_one2one	ENSDARG00000069500	hs6st3b	ortholog_one2many
RN7SL164P	ENSG00000242614						
TOX	ENSG00000198846	ENSMUSG00000041272	Tox	ortholog_one2one	ENSDARG00000032317	tox	ortholog_one2one
HINT2	ENSG00000137133	ENSMUSG00000028470	Hint2	ortholog_one2one	ENSDARG00000100938	hint2	ortholog_one2one
PPP3CA	ENSG00000138814	ENSMUSG00000028161	Ppp3ca	ortholog_one2one			
ASAP1	ENSG00000153317	ENSMUSG00000022377	Asap1	ortholog_one2one	ENSDARG00000039729	asap1b	ortholog_one2many
ASAP1	ENSG00000153317	ENSMUSG00000022377	Asap1	ortholog_one2one	ENSDARG00000029463	asap1a	ortholog_one2many
KLHL28	ENSG00000179454	ENSMUSG00000020948	Klhl28	ortholog_one2one	ENSDARG00000101676	KLHL28	ortholog_one2one
TMEM8B	ENSG00000137103	ENSMUSG00000078716	Tmem8b	ortholog_one2one	ENSDARG00000075126	TMEM8B	ortholog_one2many
TMEM8B	ENSG00000137103	ENSMUSG00000078716	Tmem8b	ortholog_one2one	ENSDARG00000094625	si:dkey-84j12.1	ortholog_one2many
ATP7B	ENSG00000123191	ENSMUSG00000006567	Atp7b	ortholog_one2one	ENSDARG00000058145	atp7b	ortholog_one2one
BIN2	ENSG00000110934	ENSMUSG00000098112	Bin2	ortholog_one2one	ENSDARG00000010255	bin2b	ortholog_one2many
BIN2	ENSG00000110934	ENSMUSG00000098112	Bin2	ortholog_one2one	ENSDARG00000003219	bin2a	ortholog_one2many
PLD4	ENSG00000166428	ENSMUSG00000052160	Pld4	ortholog_one2one	ENSDARG00000113386	LO018432.1	ortholog_one2one
RNU6-353P	ENSG00000201136						
RNU6-354P	ENSG00000206589	ENSMUSG00000064468	Gm25081	ortholog_one2many			
ELL3	ENSG00000128886	ENSMUSG00000027246	Ell3	ortholog_one2one	ENSDARG00000038121	si:ch211-13k12.2	ortholog_many2many
ELL3	ENSG00000128886	ENSMUSG00000027246	Ell3	ortholog_one2one	ENSDARG00000061800	si:dkey-208k22.6	ortholog_many2many
ELL3	ENSG00000128886	ENSMUSG00000027246	Ell3	ortholog_one2one	ENSDARG00000061797	zgc:154006	ortholog_many2many
SRPK3	ENSG00000184343	ENSMUSG00000002007	Srpk3	ortholog_one2one	ENSDARG00000005916	srpk3	ortholog_one2one
TAAR6	ENSG00000146383						
FKBP1C	ENSG00000198225	ENSMUSG00000032966	Fkbp1a	ortholog_one2many	ENSDARG00000033567	fkbp1ab	ortholog_many2many
FKBP1C	ENSG00000198225	ENSMUSG00000032966	Fkbp1a	ortholog_one2many	ENSDARG00000022684	fkbp1aa	ortholog_many2many
MAN1A1	ENSG00000111885	ENSMUSG00000003746	Man1a	ortholog_one2one	ENSDARG00000005652	man1a1	ortholog_one2one
ANKIB1	ENSG00000001629	ENSMUSG00000040351	Ankib1	ortholog_one2one	ENSDARG00000076829	ankib1b	ortholog_one2one
TCERG1L	ENSG00000176769	ENSMUSG00000091002	Tcerg1l	ortholog_one2one	ENSDARG00000109963	TCERG1L	ortholog_one2one
OR4L1	ENSG00000176246	ENSMUSG00000093825	Or4l1	ortholog_one2many			
OR4L1	ENSG00000176246	ENSMUSG00000096254	Or4l15	ortholog_one2many			
PAQR4	ENSG00000162073	ENSMUSG00000023909	Paqr4	ortholog_one2one	ENSDARG00000076960	paqr4a	ortholog_one2many
PAQR4	ENSG00000162073	ENSMUSG00000023909	Paqr4	ortholog_one2one	ENSDARG00000074160	paqr4b	ortholog_one2many
EPB41L4A	ENSG00000129595	ENSMUSG00000024376	Epb41l4a	ortholog_one2one	ENSDARG00000040087	epb41l4a	ortholog_one2one
OR11H6	ENSG00000176219	ENSMUSG00000050028	Or11h6	ortholog_one2one			
OR11H7	ENSG00000258806	ENSMUSG00000058188	Or11h7	ortholog_one2many			
OR11H7	ENSG00000258806	ENSMUSG00000060084	Or11h23	ortholog_one2many			
FAM221B	ENSG00000204930	ENSMUSG00000043633	Fam221b	ortholog_one2one			
EPHA2	ENSG00000142627	ENSMUSG00000006445	Epha2	ortholog_one2one			
RNU1-109P	ENSG00000206687						
LRRC30	ENSG00000206422	ENSMUSG00000073375	Lrrc30	ortholog_one2one	ENSDARG00000029710	lrrc30a	ortholog_one2one
FHOD3	ENSG00000134775	ENSMUSG00000034295	Fhod3	ortholog_one2one	ENSDARG00000061904	fhod3b	ortholog_one2many
FHOD3	ENSG00000134775	ENSMUSG00000034295	Fhod3	ortholog_one2one	ENSDARG00000063682	fhod3a	ortholog_one2many
TFPI2	ENSG00000105825	ENSMUSG00000029664	Tfpi2	ortholog_one2one	ENSDARG00000061351	tfpi2	ortholog_one2one
ZNF430	ENSG00000118620				ENSDARG00000102837	znf1145	ortholog_many2many
ZNF430	ENSG00000118620				ENSDARG00000098144	si:dkey-285e18.6	ortholog_many2many
BEST3	ENSG00000127325	ENSMUSG00000020169	Best3	ortholog_one2one			
WNT8B	ENSG00000075290	ENSMUSG00000036961	Wnt8b	ortholog_one2one	ENSDARG00000006911	wnt8b	ortholog_one2one
OR2S2	ENSG00000278889						
SLC24A1	ENSG00000074621	ENSMUSG00000034452	Slc24a1	ortholog_one2one	ENSDARG00000041431	slc24a1	ortholog_one2one
CLDN9	ENSG00000213937	ENSMUSG00000066720	Cldn9	ortholog_one2one			
MLLT3	ENSG00000171843	ENSMUSG00000028496	Mllt3	ortholog_one2one	ENSDARG00000006754	mllt3	ortholog_one2one
CLDN6	ENSG00000184697	ENSMUSG00000023906	Cldn6	ortholog_one2one			
ZNF488	ENSG00000265763	ENSMUSG00000044519	Zfp488	ortholog_one2one			
ELAPOR2	ENSG00000164659	ENSMUSG00000056004	Elapor2	ortholog_one2one	ENSDARG00000004386	ELAPOR2	ortholog_one2one
ZNF676	ENSG00000196109						
FCHSD2	ENSG00000137478	ENSMUSG00000030691	Fchsd2	ortholog_one2one			
ARHGEF19	ENSG00000142632	ENSMUSG00000028919	Arhgef19	ortholog_one2one	ENSDARG00000078853	arhgef19	ortholog_one2one
KBTBD8	ENSG00000163376	ENSMUSG00000030031	Kbtbd8	ortholog_one2one	ENSDARG00000070698	kbtbd8	ortholog_one2one
SNORA79B	ENSG00000222489						
ZNF91	ENSG00000167232				ENSDARG00000075916	zgc:66472	ortholog_many2many
ZNF91	ENSG00000167232				ENSDARG00000068366	si:dkey-154p10.3	ortholog_many2many
ZNF91	ENSG00000167232				ENSDARG00000094469	wu:fc63a07	ortholog_many2many
ZNF91	ENSG00000167232				ENSDARG00000097819	znf576.1	ortholog_many2many
ZNF91	ENSG00000167232				ENSDARG00000075545	si:dkey-89b17.4	ortholog_many2many
ZNF91	ENSG00000167232				ENSDARG00000061424	znf646	ortholog_many2many
CDK19	ENSG00000155111	ENSMUSG00000038481	Cdk19	ortholog_one2one	ENSDARG00000043858	cdk19	ortholog_one2one
BHLHE22	ENSG00000180828	ENSMUSG00000025128	Bhlhe22	ortholog_one2one	ENSDARG00000058039	bhlhe22	ortholog_one2one
TEP1	ENSG00000129566	ENSMUSG00000006281	Tep1	ortholog_one2one			
MAL2	ENSG00000147676	ENSMUSG00000024479	Mal2	ortholog_one2one	ENSDARG00000077637	mal2	ortholog_one2one
RGS10	ENSG00000148908	ENSMUSG00000030844	Rgs10	ortholog_one2one			
KCNB2	ENSG00000182674				ENSDARG00000088842	KCNB2	ortholog_one2one
CYP4F3	ENSG00000186529	ENSMUSG00000003484	Cyp4f18	ortholog_one2one	ENSDARG00000004964	cyp4t8	ortholog_many2many
CYP4F3	ENSG00000186529	ENSMUSG00000003484	Cyp4f18	ortholog_one2one	ENSDARG00000053530	cyp4f3	ortholog_many2many
PDZRN3	ENSG00000121440	ENSMUSG00000035357	Pdzrn3	ortholog_one2one	ENSDARG00000073869	pdzrn3b	ortholog_one2one
NRG3	ENSG00000185737	ENSMUSG00000041014	Nrg3	ortholog_one2one	ENSDARG00000089766	nrg3b	ortholog_one2one
GABRA4	ENSG00000109158	ENSMUSG00000029211	Gabra4	ortholog_one2one	ENSDARG00000013389	gabra4	ortholog_one2one
RNU4-26P	ENSG00000222202	ENSMUSG00002075314	Gm56327	ortholog_one2many			
SNORA30B	ENSG00000202189				ENSDARG00000113231	AL929469.4	ortholog_many2many
