Gene stable ID	Gene name	Zebrafish gene stable ID	Zebrafish gene name	Zebrafish homology type
ENSMUSG00000011831	Evi5	ENSDARG00000070839	EVI5	ortholog_one2many
ENSMUSG00000011831	Evi5	ENSDARG00000077666	EVI5	ortholog_one2many
ENSMUSG00000031138	F9	ENSDARG00000029493	f9b	ortholog_one2one
ENSMUSG00000003505	Psg18	ENSDARG00000105324		ortholog_many2many
ENSMUSG00000003505	Psg18	ENSDARG00000104656		ortholog_many2many
ENSMUSG00000015659	Serac1	ENSDARG00000056121	serac1	ortholog_one2one
ENSMUSG00000044243	Bhlha9	ENSDARG00000103981	bhlha9	ortholog_one2one
ENSMUSG00000022329	Stk3	ENSDARG00000011312	stk3	ortholog_one2one
ENSMUSG00000049122	Frmd3	ENSDARG00000059885	FRMD3	ortholog_one2one
ENSMUSG00000046275	Trarg1	ENSDARG00000090481	TRARG1	ortholog_one2many
ENSMUSG00000046275	Trarg1	ENSDARG00000094675	trarg1b	ortholog_one2many
ENSMUSG00000024511	Rab27b	ENSDARG00000087762	RAB27B	ortholog_one2one
ENSMUSG00000040102	Klhl42	ENSDARG00000006011	klhl42	ortholog_one2one
ENSMUSG00000050272	Dscam	ENSDARG00000028118	DSCAM	ortholog_one2many
ENSMUSG00000050272	Dscam	ENSDARG00000024865	dscama	ortholog_one2many
ENSMUSG00000030373	Psg28	ENSDARG00000105324		ortholog_many2many
ENSMUSG00000030373	Psg28	ENSDARG00000104656		ortholog_many2many
ENSMUSG00000010392	Gosr1	ENSDARG00000026654	gosr1	ortholog_one2one
ENSMUSG00000048776	Pthlh	ENSDARG00000071070	pthlhb	ortholog_one2many
ENSMUSG00000048776	Pthlh	ENSDARG00000031737	pthlha	ortholog_one2many
ENSMUSG00000044456	Rin3	ENSDARG00000077618		ortholog_one2one
ENSMUSG00000070799	Psg26	ENSDARG00000105324		ortholog_many2many
ENSMUSG00000070799	Psg26	ENSDARG00000104656		ortholog_many2many
ENSMUSG00000041390	Mdfic	ENSDARG00000074223	mdfic	ortholog_one2one
ENSMUSG00000043535	Setx	ENSDARG00000078759		ortholog_many2many
ENSMUSG00000043535	Setx	ENSDARG00000022996		ortholog_many2many
ENSMUSG00000021420	Fars2	ENSDARG00000091247	fars2	ortholog_one2one
ENSMUSG00000070798	Psg25	ENSDARG00000105324		ortholog_many2many
ENSMUSG00000070798	Psg25	ENSDARG00000104656		ortholog_many2many
ENSMUSG00000020538	Srebf1	ENSDARG00000067607	srebf1	ortholog_one2one
ENSMUSG00000070797	Psg27	ENSDARG00000105324		ortholog_many2many
ENSMUSG00000070797	Psg27	ENSDARG00000104656		ortholog_many2many
ENSMUSG00000059834	Sclt1	ENSDARG00000057248	SCLT1	ortholog_one2one
ENSMUSG00000074359	Psg23	ENSDARG00000105324		ortholog_many2many
ENSMUSG00000074359	Psg23	ENSDARG00000104656		ortholog_many2many
ENSMUSG00000022330	Osr2	ENSDARG00000038006	osr2	ortholog_one2one
ENSMUSG00000032948	Lipi	ENSDARG00000005332		ortholog_many2many
ENSMUSG00000032948	Lipi	ENSDARG00000034667		ortholog_many2many
ENSMUSG00000070796	Psg21	ENSDARG00000105324		ortholog_many2many
ENSMUSG00000070796	Psg21	ENSDARG00000104656		ortholog_many2many
ENSMUSG00000031958	Ldhd	ENSDARG00000038845	ldhd	ortholog_one2one
ENSMUSG00000028552	Eps15	ENSDARG00000078216	EPS15	ortholog_one2one
ENSMUSG00000034345	Gtf2h5	ENSDARG00000056099	gtf2h5	ortholog_one2one
ENSMUSG00000036095	Dgkb	ENSDARG00000027724	DGKB	ortholog_one2one
ENSMUSG00000035840	Lysmd3	ENSDARG00000024693	lysmd3	ortholog_one2one
ENSMUSG00000037646	Vps13b	ENSDARG00000100043		ortholog_one2one
ENSMUSG00000002297	Dbf4	ENSDARG00000074796	dbf4	ortholog_one2one
ENSMUSG00000032940	Rbm11	ENSDARG00000090202		ortholog_one2one
ENSMUSG00000049709	Nlrp10	ENSDARG00000088423		ortholog_one2many
ENSMUSG00000049709	Nlrp10	ENSDARG00000090699		ortholog_one2many
ENSMUSG00000049709	Nlrp10	ENSDARG00000095634		ortholog_one2many
ENSMUSG00000049709	Nlrp10	ENSDARG00000105141		ortholog_one2many
ENSMUSG00000047407	Tgif1	ENSDARG00000059337	tgif1	ortholog_one2one
ENSMUSG00000021207	Akr1c21	ENSDARG00000099728	zgc:56622	ortholog_many2many
ENSMUSG00000021207	Akr1c21	ENSDARG00000035257	akr1a1a	ortholog_many2many
ENSMUSG00000044903	Psg22	ENSDARG00000105324		ortholog_many2many
ENSMUSG00000044903	Psg22	ENSDARG00000104656		ortholog_many2many
ENSMUSG00000032932	Hspa13	ENSDARG00000040984	hspa13	ortholog_one2one
ENSMUSG00000038425	Poli	ENSDARG00000029250	poli	ortholog_one2one
ENSMUSG00000029553	Tfec	ENSDARG00000098745	tfec	ortholog_one2one
ENSMUSG00000031029	Eif3f	ENSDARG00000077533	eif3f	ortholog_one2one
ENSMUSG00000027575	Arfgap1	ENSDARG00000101616	arfgap1	ortholog_one2one
ENSMUSG00000031957	Ctrb1	ENSDARG00000093844	ctrb.2	ortholog_one2many
ENSMUSG00000031957	Ctrb1	ENSDARG00000090428	ctrb.1	ortholog_one2many
ENSMUSG00000031955	Bcar1	ENSDARG00000056525	bcar1	ortholog_one2one
ENSMUSG00000039114	Nrn1	ENSDARG00000071860	nrn1a	ortholog_one2many
ENSMUSG00000039114	Nrn1	ENSDARG00000042656	nrn1b	ortholog_one2many
ENSMUSG00000004542	Psg19	ENSDARG00000105324		ortholog_many2many
ENSMUSG00000004542	Psg19	ENSDARG00000104656		ortholog_many2many
ENSMUSG00000022876	Samsn1	ENSDARG00000054543	samsn1a	ortholog_one2many
ENSMUSG00000022876	Samsn1	ENSDARG00000078647	samsn1b	ortholog_one2many
ENSMUSG00000034868	Myl12b	ENSDARG00000025326	myl12.2	ortholog_one2many
ENSMUSG00000029822	Osbpl3	ENSDARG00000040482	OSBPL3	ortholog_one2many
ENSMUSG00000029822	Osbpl3	ENSDARG00000033251	osbpl3a	ortholog_one2many
ENSMUSG00000015749	Anp32e	ENSDARG00000054804	anp32e	ortholog_one2one
ENSMUSG00000004540	Psg17	ENSDARG00000105324		ortholog_many2many
ENSMUSG00000004540	Psg17	ENSDARG00000104656		ortholog_many2many
ENSMUSG00000031954	Cfdp1	ENSDARG00000095086	cfdp1	ortholog_one2one
ENSMUSG00000031198	Fundc2	ENSDARG00000103740	fundc2	ortholog_one2many
ENSMUSG00000034377	Tulp4	ENSDARG00000045911	tulp4a	ortholog_one2many
ENSMUSG00000034377	Tulp4	ENSDARG00000063056	TULP4	ortholog_one2many
ENSMUSG00000031953	Tmem170	ENSDARG00000056628	tmem170a	ortholog_one2one
ENSMUSG00000078671	Chd2	ENSDARG00000060687	chd2	ortholog_one2one
ENSMUSG00000031481	Tpte	ENSDARG00000056985	tpte	ortholog_one2one
ENSMUSG00000059493	Nhs	ENSDARG00000070227	NHS	ortholog_one2many
ENSMUSG00000059493	Nhs	ENSDARG00000079977	NHS	ortholog_one2many
ENSMUSG00000051098	Mblac2	ENSDARG00000059689	mblac2	ortholog_one2one
ENSMUSG00000045410	Akr1e1	ENSDARG00000045598	akr1b1.2	ortholog_many2many
ENSMUSG00000045410	Akr1e1	ENSDARG00000006215	akr1b1.1	ortholog_many2many
ENSMUSG00000031139	Mcf2	ENSDARG00000056603	MCF2	ortholog_one2many
ENSMUSG00000031139	Mcf2	ENSDARG00000022895	MCF2	ortholog_one2many
ENSMUSG00000048230	Fbxo43	ENSDARG00000104186	fbxo43	ortholog_one2one
ENSMUSG00000058558	Rpl5	ENSDARG00000020197	rpl5a	ortholog_one2many
ENSMUSG00000058558	Rpl5	ENSDARG00000015862	rpl5b	ortholog_one2many
ENSMUSG00000032295	Man2c1	ENSDARG00000079835	MAN2C1	ortholog_one2one
ENSMUSG00000048490	Nrip1	ENSDARG00000068965	NRIP1	ortholog_one2many
ENSMUSG00000048490	Nrip1	ENSDARG00000068894		ortholog_one2many
ENSMUSG00000045996	Polr2k	ENSDARG00000075616	polr2k	ortholog_one2one
ENSMUSG00000020841	Cpd	ENSDARG00000055648	CPD	ortholog_one2many
ENSMUSG00000020841	Cpd	ENSDARG00000053877	cpdb	ortholog_one2many
ENSMUSG00000037617	Spag1	ENSDARG00000069499	spag1b	ortholog_one2many
ENSMUSG00000037617	Spag1	ENSDARG00000004017	spag1a	ortholog_one2many
ENSMUSG00000021087	Rtn1	ENSDARG00000021143	rtn1b	ortholog_one2one
ENSMUSG00000064453	Snord21	ENSDARG00000082607	SNORD21	ortholog_one2many
ENSMUSG00000064453	Snord21	ENSDARG00000082960	SNORD21	ortholog_one2many
ENSMUSG00000021537	Cetn3	ENSDARG00000011825	cetn3	ortholog_one2one
ENSMUSG00000038342	Mlxip	ENSDARG00000059474	mlxip	ortholog_one2one
ENSMUSG00000024048	Myl12a	ENSDARG00000025326	myl12.2	ortholog_one2many
ENSMUSG00000022867	Usp25	ENSDARG00000012314	usp25	ortholog_one2one
ENSMUSG00000024513	Mbd2	ENSDARG00000075952	mbd2	ortholog_one2one
ENSMUSG00000015745	Plekho1	ENSDARG00000061191	plekho1a	ortholog_one2many
ENSMUSG00000015745	Plekho1	ENSDARG00000077499	plekho1b	ortholog_one2many
ENSMUSG00000025171	Ubtd1	ENSDARG00000007382	ubtd1a	ortholog_one2many
ENSMUSG00000025171	Ubtd1	ENSDARG00000079623	ubtd1b	ortholog_one2many
ENSMUSG00000025172	Ankrd2	ENSDARG00000002722	ANKRD2	ortholog_one2one
ENSMUSG00000031952	Chst5	ENSDARG00000061357	chst6	ortholog_one2one
ENSMUSG00000031951	Tmem231	ENSDARG00000042272	tmem231	ortholog_one2one
ENSMUSG00000021423	Ly86	ENSDARG00000090649	ly86	ortholog_one2one
ENSMUSG00000031028	Tub	ENSDARG00000062165	TUB	ortholog_one2one
ENSMUSG00000020839	Tmigd1	ENSDARG00000007040	tmigd1	ortholog_one2one
ENSMUSG00000021090	Lrrc9	ENSDARG00000054352		ortholog_one2one
ENSMUSG00000060534	Dcc	ENSDARG00000104282	dcc	ortholog_one2one
ENSMUSG00000000078	Klf6	ENSDARG00000029072	klf6a	ortholog_one2one
ENSMUSG00000025176	Hoga1	ENSDARG00000018944	hoga1	ortholog_one2one
ENSMUSG00000031482	Slc25a15	ENSDARG00000063539	slc25a15a	ortholog_one2many
ENSMUSG00000031482	Slc25a15	ENSDARG00000062271	slc25a15b	ortholog_one2many
ENSMUSG00000027968	Larp7	ENSDARG00000017315	larp7	ortholog_one2many
ENSMUSG00000028397	Kdm4c	ENSDARG00000019103		ortholog_one2many
ENSMUSG00000028397	Kdm4c	ENSDARG00000018782		ortholog_one2many
ENSMUSG00000026383	Epb41l5	ENSDARG00000032324	epb41l5	ortholog_one2one
ENSMUSG00000038141	Tmem181a	ENSDARG00000045910	tmem181	ortholog_one2one
ENSMUSG00000022865	Cxadr	ENSDARG00000043658	cxadr	ortholog_one2many
ENSMUSG00000040855	Reps2	ENSDARG00000115013		ortholog_one2many
ENSMUSG00000040855	Reps2	ENSDARG00000076768		ortholog_one2many
ENSMUSG00000022280	Rnf19a	ENSDARG00000012040	rnf19a	ortholog_one2one
ENSMUSG00000049670	Morn4	ENSDARG00000039062	morn4	ortholog_one2one
ENSMUSG00000031950	Gabarapl2	ENSDARG00000027200	gabarapl2	ortholog_one2one
ENSMUSG00000025178	Pi4k2a	ENSDARG00000033666	pi4k2a	ortholog_one2one
ENSMUSG00000029270	Dipk1a	ENSDARG00000062955	dipk1aa	ortholog_one2many
ENSMUSG00000029270	Dipk1a	ENSDARG00000061362	DIPK1A	ortholog_one2many
ENSMUSG00000048617	Rtbdn	ENSDARG00000103413	rtbdn	ortholog_one2one
ENSMUSG00000045095	Magi1	ENSDARG00000003169	magi1b	ortholog_one2many
ENSMUSG00000045095	Magi1	ENSDARG00000070145	MAGI1	ortholog_one2many
ENSMUSG00000041734	Kirrel1	ENSDARG00000056998	kirrel1b	ortholog_one2many
ENSMUSG00000041734	Kirrel1	ENSDARG00000001634	kirrel1a	ortholog_one2many
ENSMUSG00000021193	Pitrm1	ENSDARG00000038563	pitrm1	ortholog_one2one
ENSMUSG00000018821	Avpi1	ENSDARG00000096214		ortholog_one2one
ENSMUSG00000022863	Btg3	ENSDARG00000069065	btg3	ortholog_one2one
ENSMUSG00002075795	Gm54867	ENSDARG00000114355	5_8S_rRNA	ortholog_one2many
ENSMUSG00002075795	Gm54867	ENSDARG00000111902	5_8S_rRNA	ortholog_one2many
ENSMUSG00002075795	Gm54867	ENSDARG00000115847	5_8S_rRNA	ortholog_one2many
ENSMUSG00002075795	Gm54867	ENSDARG00000110135	5_8S_rRNA	ortholog_one2many
ENSMUSG00000092074	Dynlt1a	ENSDARG00000045909	dynlt1b	ortholog_one2many
ENSMUSG00000048307	Ankrd46	ENSDARG00000015780	ankrd46b	ortholog_one2many
ENSMUSG00000048307	Ankrd46	ENSDARG00000044328	ANKRD46	ortholog_one2many
ENSMUSG00000054520	Sh3bp2	ENSDARG00000021982		ortholog_one2one
ENSMUSG00000024515	Smad4	ENSDARG00000075226	smad4a	ortholog_one2many
ENSMUSG00000024515	Smad4	ENSDARG00000012649	SMAD4	ortholog_one2many
ENSMUSG00000031533	Mrps31	ENSDARG00000057855	mrps31	ortholog_one2one
ENSMUSG00000044345	Marveld1	ENSDARG00000011724	marveld1	ortholog_one2one
ENSMUSG00000064862	Gm25038	ENSDARG00000083582	SNORA75	ortholog_many2many
ENSMUSG00000064862	Gm25038	ENSDARG00000081440	SNORA75	ortholog_many2many
ENSMUSG00000022864	D16Ertd472e	ENSDARG00000030803	C10H21orf91	ortholog_one2one
ENSMUSG00000042401	Crtac1	ENSDARG00000102517	CRTAC1	ortholog_one2many
ENSMUSG00000042401	Crtac1	ENSDARG00000059826	crtac1a	ortholog_one2many
ENSMUSG00000054405	Dnajc8	ENSDARG00000059373	dnajc8	ortholog_one2one
ENSMUSG00000031534	Smim19	ENSDARG00000037423	smim19	ortholog_one2one
ENSMUSG00000055022	Cntn1	ENSDARG00000045685	cntn1b	ortholog_one2one
ENSMUSG00002076423	Gm23786	ENSDARG00000080685		ortholog_one2many
ENSMUSG00000096255	Dynlt1b	ENSDARG00000045909	dynlt1b	ortholog_one2many
ENSMUSG00000031201	Brcc3	ENSDARG00000098242	BRCC3	ortholog_one2many
ENSMUSG00000031949	Adat1	ENSDARG00000061348	adat1	ortholog_one2one
ENSMUSG00000048330	Ric3	ENSDARG00000105549		ortholog_one2many
ENSMUSG00000048330	Ric3	ENSDARG00000101185		ortholog_one2many
ENSMUSG00000000579	Dynlt1c	ENSDARG00000045909	dynlt1b	ortholog_one2many
ENSMUSG00000095677	Dynlt1f	ENSDARG00000045909	dynlt1b	ortholog_one2many
ENSMUSG00000036941	Elac1	ENSDARG00000045095	elac1	ortholog_one2one
ENSMUSG00000024556	Me2	ENSDARG00000100718	me2	ortholog_one2one
ENSMUSG00000041831	Sytl3	ENSDARG00000043468	SYTL3	ortholog_one2one
ENSMUSG00000030413	Pglyrp1	ENSDARG00000068382	pglyrp5	ortholog_one2one
ENSMUSG00000078670	Fam174b	ENSDARG00000068709	fam174b	ortholog_one2one
ENSMUSG00000015747	Vps45	ENSDARG00000061180	vps45	ortholog_one2one
ENSMUSG00000025184	R3hcc1l	ENSDARG00000089243		ortholog_one2one
ENSMUSG00000022860	Chodl	ENSDARG00000034528	chodl	ortholog_one2one
ENSMUSG00000036111	Lmo1	ENSDARG00000034504	lmo1	ortholog_one2one
ENSMUSG00000037656	Slc20a2	ENSDARG00000060796	slc20a2	ortholog_one2one
ENSMUSG00000024561	Mbd1	ENSDARG00000025699	mbd1b	ortholog_one2one
ENSMUSG00000109482	Dhrs7l	ENSDARG00000003444	dhrs7	ortholog_one2many
ENSMUSG00000025185	Loxl4	ENSDARG00000025089	LOXL4	ortholog_one2many
ENSMUSG00000025185	Loxl4	ENSDARG00000105442	LOXL4	ortholog_one2many
ENSMUSG00000025789	St8sia2	ENSDARG00000018788	st8sia2	ortholog_one2one
ENSMUSG00000021094	Dhrs7	ENSDARG00000003444	dhrs7	ortholog_one2many
ENSMUSG00000049281	Scn3b	ENSDARG00000062359	scn3b	ortholog_one2one
ENSMUSG00000015854	Cd5l	ENSDARG00000045837		ortholog_many2many
ENSMUSG00000015854	Cd5l	ENSDARG00000030967		ortholog_many2many
ENSMUSG00000015854	Cd5l	ENSDARG00000060680		ortholog_many2many
ENSMUSG00000004319	Clcn3	ENSDARG00000003269	CLCN3	ortholog_one2one
ENSMUSG00000074358	Ccdc61	ENSDARG00000062307	ccdc61	ortholog_one2one
ENSMUSG00000021096	Ppm1a	ENSDARG00000032155	ppm1aa	ortholog_one2many
ENSMUSG00000021096	Ppm1a	ENSDARG00000043250	ppm1ab	ortholog_one2many
ENSMUSG00000038495	Otud7b	ENSDARG00000017220	otud7b	ortholog_one2one
ENSMUSG00000040850	Psme4	ENSDARG00000087911	psme4a	ortholog_one2many
ENSMUSG00000040850	Psme4	ENSDARG00000018742	psme4b	ortholog_one2many
ENSMUSG00000036218	Pdzrn4	ENSDARG00000045687	pdzrn4	ortholog_one2one
ENSMUSG00000004151	Etv1	ENSDARG00000101959	etv1	ortholog_one2one
ENSMUSG00000040570	Rundc3b	ENSDARG00000009961	rundc3b	ortholog_one2one
ENSMUSG00000052397	Ezr	ENSDARG00000020944	ezra	ortholog_one2many
ENSMUSG00000052397	Ezr	ENSDARG00000025091	ezrb	ortholog_one2many
ENSMUSG00000056529	Ptafr	ENSDARG00000042370	PTAFR	ortholog_one2one
ENSMUSG00000031925	Maml2	ENSDARG00000112977		ortholog_one2one
ENSMUSG00000051965	Nanos2	ENSDARG00000116802		ortholog_many2many
ENSMUSG00000051965	Nanos2	ENSDARG00000068255	nanos3	ortholog_many2many
ENSMUSG00000021699	Pde4d	ENSDARG00000032761	PDE4D	ortholog_one2one
ENSMUSG00000028555	Ttc39a	ENSDARG00000074126	TTC39A	ortholog_one2one
ENSMUSG00000044030	Irf2bp1	ENSDARG00000005468	irf2bp1	ortholog_one2one
ENSMUSG00000032298	Neil1	ENSDARG00000018061	neil1	ortholog_one2one
ENSMUSG00000027035	Cers6	ENSDARG00000053583	CERS6	ortholog_one2one
ENSMUSG00000025790	Slco3a1	ENSDARG00000018726	slco3a1a	ortholog_one2many
ENSMUSG00000025790	Slco3a1	ENSDARG00000068296	SLCO3A1	ortholog_one2many
ENSMUSG00000051278	Zgrf1	ENSDARG00000078759		ortholog_many2many
ENSMUSG00000060743	H3f3a	ENSDARG00000068436	si:ch1073-429i10.3	ortholog_one2one
ENSMUSG00000022762	Ncam2	ENSDARG00000017466	ncam2	ortholog_one2many
ENSMUSG00000022762	Ncam2	ENSDARG00000098523	NCAM2	ortholog_one2many
ENSMUSG00000023806	Rsph3b	ENSDARG00000043470	rsph3	ortholog_one2many
ENSMUSG00000032299	Commd4	ENSDARG00000061946	commd4	ortholog_one2one
ENSMUSG00000024049	Myom1	ENSDARG00000061249	myom1a	ortholog_one2many
ENSMUSG00000024049	Myom1	ENSDARG00000104836	MYOM1	ortholog_one2many
ENSMUSG00000034738	Nostrin	ENSDARG00000077866	nostrin	ortholog_one2one
ENSMUSG00000024660	Incenp	ENSDARG00000099194		ortholog_one2one
ENSMUSG00000036197	Gxylt1	ENSDARG00000022550	gxylt1b	ortholog_one2many
ENSMUSG00000036197	Gxylt1	ENSDARG00000076111		ortholog_one2many
ENSMUSG00000031027	Stk33	ENSDARG00000054318	stk33	ortholog_one2one
ENSMUSG00000025885	Myo5b	ENSDARG00000062003	myo5b	ortholog_one2one
ENSMUSG00000026799	Med27	ENSDARG00000009681	med27	ortholog_one2one
ENSMUSG00000038806	Sde2	ENSDARG00000024124	sde2	ortholog_one2one
ENSMUSG00000022893	Adamts1	ENSDARG00000103519	ADAMTS1	ortholog_one2one
ENSMUSG00000032582	Rbm6	ENSDARG00000077060		ortholog_many2many
ENSMUSG00000043999	Gpr75	ENSDARG00000098526	GPR75	ortholog_one2one
ENSMUSG00000025766	D3Ertd751e	ENSDARG00000017985	C1H4orf33	ortholog_one2one
ENSMUSG00000022894	Adamts5	ENSDARG00000100307	adamts5	ortholog_one2one
ENSMUSG00000029228	Lnx1	ENSDARG00000043323	lnx1	ortholog_one2one
ENSMUSG00000028557	Rnf11	ENSDARG00000040635	rnf11b	ortholog_one2one
ENSMUSG00000029552	Tes	ENSDARG00000051857	tes	ortholog_one2many
ENSMUSG00000020840	Blmh	ENSDARG00000025977	blmh	ortholog_one2one
ENSMUSG00000024661	Fth1	ENSDARG00000015551	fth1a	ortholog_many2many
ENSMUSG00000024661	Fth1	ENSDARG00000007975	fth1b	ortholog_many2many
ENSMUSG00000044442	N6amt1	ENSDARG00000115421	n6amt1	ortholog_one2one
ENSMUSG00000066652	Lefty2	ENSDARG00000019920	lft1	ortholog_many2many
ENSMUSG00000066652	Lefty2	ENSDARG00000044059	lft2	ortholog_many2many
ENSMUSG00000028551	Cdkn2c	ENSDARG00000057610	cdkn2c	ortholog_one2one
ENSMUSG00000022635	Zcrb1	ENSDARG00000045691	zcrb1	ortholog_one2one
ENSMUSG00000023118	Sympk	ENSDARG00000059553	SYMPK	ortholog_one2one
ENSMUSG00000010517	Faf1	ENSDARG00000022418	faf1	ortholog_one2one
ENSMUSG00000037418	Best1	ENSDARG00000078331	BEST1	ortholog_one2one
ENSMUSG00000052299	Ltn1	ENSDARG00000003984	LTN1	ortholog_one2one
ENSMUSG00000029831	Npvf	ENSDARG00000036227	npvf	ortholog_one2one
ENSMUSG00000025188	Hps1	ENSDARG00000026170	hps1	ortholog_one2one
ENSMUSG00000054667	Irs4	ENSDARG00000086551		ortholog_one2one
ENSMUSG00000031197	Vbp1	ENSDARG00000030241	vbp1	ortholog_one2one
ENSMUSG00000000058	Cav2	ENSDARG00000052000	cav2	ortholog_one2one
ENSMUSG00000047446	Arl4a	ENSDARG00000033182	arl4ab	ortholog_one2one
ENSMUSG00000047143	Dmrta2	ENSDARG00000039412	dmrta2	ortholog_one2one
ENSMUSG00000036880	Acaa2	ENSDARG00000099056		ortholog_one2many
ENSMUSG00000036880	Acaa2	ENSDARG00000038881	acaa2	ortholog_one2many
ENSMUSG00000029832	Nfe2l3	ENSDARG00000019810	nfe2l3	ortholog_one2one
ENSMUSG00000031918	Mtmr2	ENSDARG00000004616	mtmr2	ortholog_one2one
ENSMUSG00000028886	Eya3	ENSDARG00000036100	eya3	ortholog_one2one
ENSMUSG00000021099	Six6	ENSDARG00000031316	six6b	ortholog_one2many
ENSMUSG00000021099	Six6	ENSDARG00000025187	six6a	ortholog_one2many
ENSMUSG00000045100	Slc25a26	ENSDARG00000058208	slc25a26	ortholog_one2one
ENSMUSG00000020305	Asb3	ENSDARG00000005246	asb3	ortholog_one2one
ENSMUSG00000053846	Lipg	ENSDARG00000031044	lipg	ortholog_one2one
ENSMUSG00000051367	Six1	ENSDARG00000039304	six1a	ortholog_one2many
ENSMUSG00000051367	Six1	ENSDARG00000026473	six1b	ortholog_one2many
ENSMUSG00000031202	Rab39b	ENSDARG00000019312	rab39ba	ortholog_one2many
ENSMUSG00000031202	Rab39b	ENSDARG00000036501	rab39bb	ortholog_one2many
ENSMUSG00000041079	Rwdd2b	ENSDARG00000055426	rwdd2b	ortholog_one2one
ENSMUSG00000034460	Six4	ENSDARG00000004695	six4a	ortholog_many2many
ENSMUSG00000034460	Six4	ENSDARG00000031983	six4b	ortholog_many2many
ENSMUSG00000031353	Rbbp7	ENSDARG00000015208	rbb4l	ortholog_one2one
ENSMUSG00000052926	Rnaseh2a	ENSDARG00000018891	rnaseh2a	ortholog_one2one
ENSMUSG00000025616	Usp16	ENSDARG00000060633	usp16	ortholog_one2one
ENSMUSG00000002565	Scin	ENSDARG00000010728	scin	ortholog_one2one
ENSMUSG00000040866	Rsph6a	ENSDARG00000067606	RSPH4A	ortholog_one2many
ENSMUSG00000062328	Rpl17	ENSDARG00000057556	rpl17	ortholog_one2many
ENSMUSG00000024052	Lpin2	ENSDARG00000061214	LPIN2	ortholog_one2one
ENSMUSG00000005233	Spc25	ENSDARG00000078433	spc25	ortholog_one2one
ENSMUSG00000007655	Cav1	ENSDARG00000103747	cav1	ortholog_one2one
ENSMUSG00000064871	Snord58b	ENSDARG00000082811	SNORD58	ortholog_many2many
ENSMUSG00000064871	Snord58b	ENSDARG00000081849	SNORD58	ortholog_many2many
ENSMUSG00000064647	Gm23301	ENSDARG00000082811	SNORD58	ortholog_many2many
ENSMUSG00000064647	Gm23301	ENSDARG00000081849	SNORD58	ortholog_many2many
ENSMUSG00000062397	Zfp706	ENSDARG00000056307	znf706	ortholog_one2one
ENSMUSG00000053025	Sv2b	ENSDARG00000057427	sv2ba	ortholog_one2many
ENSMUSG00000053025	Sv2b	ENSDARG00000060711	SV2B	ortholog_one2many
ENSMUSG00000035765	Dym	ENSDARG00000042555	DYM	ortholog_one2one
ENSMUSG00000036167	Pphln1	ENSDARG00000045692	pphln1	ortholog_one2one
ENSMUSG00000045934	Mtmr11	ENSDARG00000069755	mtmr11	ortholog_one2one
ENSMUSG00000030029	Lrig1	ENSDARG00000075625	LRIG1	ortholog_one2one
ENSMUSG00000020911	Krt19	ENSDARG00000044975	krt94	ortholog_one2many
ENSMUSG00000020911	Krt19	ENSDARG00000044976	krt93	ortholog_one2many
ENSMUSG00000020911	Krt19	ENSDARG00000022334		ortholog_one2many
ENSMUSG00000020911	Krt19	ENSDARG00000014356	krt95	ortholog_one2many
ENSMUSG00000032583	Mon1a	ENSDARG00000078585	mon1a	ortholog_one2one
ENSMUSG00000020838	Slc6a4	ENSDARG00000061165	slc6a4a	ortholog_one2one
ENSMUSG00000025613	Cct8	ENSDARG00000008243	cct8	ortholog_one2one
ENSMUSG00000021103	Mnat1	ENSDARG00000002077	mnat1	ortholog_one2one
ENSMUSG00000031948	Kars1	ENSDARG00000103799	kars1	ortholog_one2one
ENSMUSG00000030410	Dmwd	ENSDARG00000006585	DMWD	ortholog_one2one
ENSMUSG00000063849	Ppcdc	ENSDARG00000033020	ppcdc	ortholog_one2one
ENSMUSG00000068856	Sf3b4	ENSDARG00000018574	sf3b4	ortholog_one2one
ENSMUSG00000029229	Chic2	ENSDARG00000022690	chic2	ortholog_one2one
ENSMUSG00000052928	Ctif	ENSDARG00000090617	CTIF	ortholog_one2one
ENSMUSG00000031026	Trim66	ENSDARG00000054332		ortholog_one2one
ENSMUSG00000034442	Trmt5	ENSDARG00000069278	trmt5	ortholog_one2one
ENSMUSG00000024053	Emilin2	ENSDARG00000102178		ortholog_one2many
ENSMUSG00000024053	Emilin2	ENSDARG00000061196	EMILIN2	ortholog_one2many
ENSMUSG00000021700	Rab3c	ENSDARG00000014462	rab3c	ortholog_one2one
ENSMUSG00000044712	Slc38a6	ENSDARG00000054312	slc38a6	ortholog_one2one
ENSMUSG00000042476	Abcb4	ENSDARG00000010936	abcb4	ortholog_one2one
ENSMUSG00000082079	Dnmt3c	ENSDARG00000036791	dnmt3bb.1	ortholog_one2many
ENSMUSG00000045330	Magec2	ENSDARG00000058212	ndnl2	ortholog_one2many
ENSMUSG00000020311	Erlec1	ENSDARG00000086309	erlec1	ortholog_one2one
ENSMUSG00000044646	Zbtb7c	ENSDARG00000100985	ZBTB7C	ortholog_one2one
ENSMUSG00000038344	Txlng	ENSDARG00000001969	txlng	ortholog_one2one
ENSMUSG00000001930	Vwf	ENSDARG00000077231	vwf	ortholog_one2one
ENSMUSG00000039087	Rreb1	ENSDARG00000042652	RREB1	ortholog_one2many
ENSMUSG00000039087	Rreb1	ENSDARG00000063701	RREB1	ortholog_one2many
